sujeto,relacion,objeto
9781567409826,esta_escrito_en,English
0345423461,esta_escrito_en,English
9781432868208,esta_escrito_en,English
9781627792776,esta_escrito_en,English
9780708898680,esta_escrito_en,English
9780708898697,esta_escrito_en,English
9780708898666,esta_escrito_en,English
9781432851132,esta_escrito_en,English
0848205138,esta_escrito_en,English
0841437017,esta_escrito_en,English
0849218543,esta_escrito_en,English
9781406508635,esta_escrito_en,English
9781426470073,esta_escrito_en,English
9781426469251,esta_escrito_en,English
9781596058460,esta_escrito_en,English
9781280175695,esta_escrito_en,English
9781135779702,esta_escrito_en,English
9780203988596,esta_escrito_en,English
9781135779757,esta_escrito_en,English
9781135779740,esta_escrito_en,English
9781135779726,esta_escrito_en,English
0714632554,esta_escrito_en,English
9780008372491,esta_escrito_en,English
9780358362784,esta_escrito_en,English
9780358116714,esta_escrito_en,English
9780618039708,esta_escrito_en,English
9780316492652,esta_escrito_en,English
9780349726427,esta_escrito_en,English
9780316485364,esta_escrito_en,English
9780316485357,esta_escrito_en,English
9780349726410,esta_escrito_en,English
9781322093680,esta_escrito_en,English
9780203409152,esta_escrito_en,English
9781136725807,esta_escrito_en,English
9781136725739,esta_escrito_en,English
9781136725661,esta_escrito_en,English
9780415820202,esta_escrito_en,English
9780415820196,esta_escrito_en,English
9781626741713,esta_escrito_en,English
9781626741737,esta_escrito_en,English
9781626741720,esta_escrito_en,English
9781628460261,esta_escrito_en,English
9781626740440,esta_escrito_en,English
9781496830784,esta_escrito_en,English
9781628460254,esta_escrito_en,English
9780810342873,esta_escrito_en,English
0679643109,esta_escrito_en,English
140009691X,esta_escrito_en,English
9780812994377,esta_escrito_en,English
9788433977250,esta_escrito_en,SPA
9788433970534,esta_escrito_en,SPA
9781472152077,esta_escrito_en,English
9781472151728,esta_escrito_en,English
9781472151193,esta_escrito_en,English
9781472151186,esta_escrito_en,English
9780385347150,esta_escrito_en,English
9780385347136,esta_escrito_en,English
9781626743212,esta_escrito_en,English
9781322190914,esta_escrito_en,English
9781626743229,esta_escrito_en,English
9781628461145,esta_escrito_en,English
9781626740631,esta_escrito_en,English
9781628461138,esta_escrito_en,English
9781628461251,esta_escrito_en,English
9781425495688,esta_escrito_en,English
9780548090473,esta_escrito_en,English
0252019938,esta_escrito_en,English
9780548420331,esta_escrito_en,English
9780548397114,esta_escrito_en,English
0841455147,esta_escrito_en,English
9781299898189,esta_escrito_en,English
9780547541372,esta_escrito_en,English
0786288701,esta_escrito_en,English
9780156032186,esta_escrito_en,English
9780151013500,esta_escrito_en,English
0805030921,esta_escrito_en,English
9780896210332,esta_escrito_en,English
9780942396973,esta_escrito_en,English
0783886578,esta_escrito_en,English
9780345225085,esta_escrito_en,English
9780892722600,esta_escrito_en,English
0811212262,esta_escrito_en,English
9781843914358,esta_escrito_en,English
0811211932,esta_escrito_en,English
155778146X,esta_escrito_en,English
9780299215330,esta_escrito_en,English
9780299220235,esta_escrito_en,English
0130365580,esta_escrito_en,English
029921530X,esta_escrito_en,English
9780299220204,esta_escrito_en,English
9780299215309,esta_escrito_en,English
029921530X,esta_escrito_en,English
9780613225533,esta_escrito_en,English
9780385334440,esta_escrito_en,English
068480770X,esta_escrito_en,English
068480770X,esta_escrito_en,English
1853719072,esta_escrito_en,English
0753157330,esta_escrito_en,English
9780753196250,esta_escrito_en,English
9780516200002,esta_escrito_en,English
9780606213851,esta_escrito_en,SPA
9780613344197,esta_escrito_en,SPA
9780892391677,esta_escrito_en,English
0892391367,esta_escrito_en,English
0892391367,esta_escrito_en,English
9780892391363,esta_escrito_en,English
0841495270,esta_escrito_en,English
0838318339,esta_escrito_en,English
084822938X,esta_escrito_en,English
0405128665,esta_escrito_en,English
9780743271943,esta_escrito_en,English
9781844082445,esta_escrito_en,English
9781844082452,esta_escrito_en,English
9780743249782,esta_escrito_en,English
0743249771,esta_escrito_en,English
9780743249775,esta_escrito_en,English
0786552808,esta_escrito_en,English
0786270144,esta_escrito_en,English
0670033650,esta_escrito_en,English
9781565119277,esta_escrito_en,English
9780143037682,esta_escrito_en,English
9781565119284,esta_escrito_en,English
0143037684,esta_escrito_en,English
9787020084913,esta_escrito_en,CHI
9780061434792,esta_escrito_en,English
9780061633249,esta_escrito_en,English
9780061434792,esta_escrito_en,English
9780061434792,esta_escrito_en,English
0912348135,esta_escrito_en,English
9780748122356,esta_escrito_en,English
9788954609876,esta_escrito_en,KOR
9781588367518,esta_escrito_en,English
9781400066124,esta_escrito_en,English
9780590119023,esta_escrito_en,English
9780440414711,esta_escrito_en,English
0330372750,esta_escrito_en,English
0786227400,esta_escrito_en,English
0385325703,esta_escrito_en,English
9780786261888,esta_escrito_en,English
0440414717,esta_escrito_en,English
9780307433213,esta_escrito_en,English
9780613721851,esta_escrito_en,English
9780606286237,esta_escrito_en,English
0385326459,esta_escrito_en,English
0786241608,esta_escrito_en,English
9780440407164,esta_escrito_en,English
0385326998,esta_escrito_en,English
9780613285612,esta_escrito_en,English
0385326998,esta_escrito_en,English
039589543X,esta_escrito_en,English
9780813939063,esta_escrito_en,English
9781306785013,esta_escrito_en,English
9781480489608,esta_escrito_en,English
9781480489639,esta_escrito_en,English
9781480489660,esta_escrito_en,English
9780802136718,esta_escrito_en,English
0802116329,esta_escrito_en,English
9780802116321,esta_escrito_en,English
9780663592395,esta_escrito_en,English
0688099505,esta_escrito_en,English
9780440846314,esta_escrito_en,English
9780613071581,esta_escrito_en,English
9780688158422,esta_escrito_en,English
0688099505,esta_escrito_en,English
9780548224205,esta_escrito_en,English
9781410209986,esta_escrito_en,English
9781432545819,esta_escrito_en,English
9781102799481,esta_escrito_en,English
9781593720537,esta_escrito_en,English
0330319736,esta_escrito_en,English
9781559702553,esta_escrito_en,English
0684191660,esta_escrito_en,English
9781476744841,esta_escrito_en,English
9789029589208,esta_escrito_en,DUT
9781471130373,esta_escrito_en,English
9786070719882,esta_escrito_en,SPA
9781471130397,esta_escrito_en,English
9781476744834,esta_escrito_en,English
9781453272770,esta_escrito_en,English
9781480419803,esta_escrito_en,English
9781453272787,esta_escrito_en,English
9781453271674,esta_escrito_en,English
9781639361182,esta_escrito_en,English
9781605986173,esta_escrito_en,English
9780312955755,esta_escrito_en,English
0312955758,esta_escrito_en,English
0312112572,esta_escrito_en,English
0330342533,esta_escrito_en,English
0312112572,esta_escrito_en,English
0330343815,esta_escrito_en,English
0312955758,esta_escrito_en,English
9780316037389,esta_escrito_en,English
9780316316729,esta_escrito_en,English
9780965047616,esta_escrito_en,English
9780316242684,esta_escrito_en,English
9780552164108,esta_escrito_en,English
9780590434911,esta_escrito_en,English
9780393317763,esta_escrito_en,English
063114787X,esta_escrito_en,English
9780393317763,esta_escrito_en,English
0631147861,esta_escrito_en,English
0631147861,esta_escrito_en,English
063114787,esta_escrito_en,English
9780816651795,esta_escrito_en,English
0394712757,esta_escrito_en,English
0207955697,esta_escrito_en,English
0871405695,esta_escrito_en,English
0871401312,esta_escrito_en,English
0394712757,esta_escrito_en,English
0297769901,esta_escrito_en,English
009939720X,esta_escrito_en,English
0399116052,esta_escrito_en,English
9780399116056,esta_escrito_en,English
9780385263313,esta_escrito_en,English
9780399116056,esta_escrito_en,English
0140052690,esta_escrito_en,English
9780312015671,esta_escrito_en,English
0312439423,esta_escrito_en,English
086241928X,esta_escrito_en,English
9781560257394,esta_escrito_en,English
0312439423,esta_escrito_en,English
0312113382,esta_escrito_en,English
0816139148,esta_escrito_en,English
9780674639256,esta_escrito_en,English
0446329835,esta_escrito_en,English
0446393282,esta_escrito_en,English
0571135544,esta_escrito_en,English
0446393282,esta_escrito_en,English
068415661X,esta_escrito_en,English
0500130620,esta_escrito_en,English
068415661X,esta_escrito_en,English
068415661X,esta_escrito_en,English
9780684185040,esta_escrito_en,English
9579684987,esta_escrito_en,CHI
0816604363,esta_escrito_en,UND
9781299401518,esta_escrito_en,English
9780553108897,esta_escrito_en,English
9780679455783,esta_escrito_en,English
0394499514,esta_escrito_en,English
9780679457077,esta_escrito_en,English
9781315668826,esta_escrito_en,English
9781317362258,esta_escrito_en,English
9781317362265,esta_escrito_en,English
9781317362272,esta_escrito_en,English
9781138950269,esta_escrito_en,English
9781138949690,esta_escrito_en,English
0824086449,esta_escrito_en,English
9780814201596,esta_escrito_en,English
9780374953010,esta_escrito_en,English
0252060512,esta_escrito_en,English
0252060512,esta_escrito_en,English
9780781282765,esta_escrito_en,English
9781497657656,esta_escrito_en,English
9781497657700,esta_escrito_en,English
9781497657717,esta_escrito_en,English
9780831757281,esta_escrito_en,English
0312854137,esta_escrito_en,English
9780613064149,esta_escrito_en,English
9780880150026,esta_escrito_en,English
0450060381,esta_escrito_en,English
9780070424234,esta_escrito_en,English
0070424233,esta_escrito_en,English
9780070424234,esta_escrito_en,English
0450058026,esta_escrito_en,English
0880150025,esta_escrito_en,English
9780020344001,esta_escrito_en,English
9780020344001,esta_escrito_en,English
0684185857,esta_escrito_en,English
0020344007,esta_escrito_en,English
0684185857,esta_escrito_en,English
9780684185859,esta_escrito_en,English
9780837165196,esta_escrito_en,English
0837165199,esta_escrito_en,English
0837165873,esta_escrito_en,English
0688067743,esta_escrito_en,English
9781351379502,esta_escrito_en,English
9781351379519,esta_escrito_en,English
9781138505278,esta_escrito_en,English
9781138505223,esta_escrito_en,English
0710068123,esta_escrito_en,English
0391000675,esta_escrito_en,English
072321817X,esta_escrito_en,English
0405128282,esta_escrito_en,English
9781617747670,esta_escrito_en,English
9780233968209,esta_escrito_en,English
0140058311,esta_escrito_en,English
0684145634,esta_escrito_en,English
9780879101169,esta_escrito_en,English
0879101164,esta_escrito_en,English
0684145634,esta_escrito_en,English
0807111414,esta_escrito_en,English
0691065551,esta_escrito_en,English
0691065551,esta_escrito_en,English
0691024790,esta_escrito_en,English
0486242633,esta_escrito_en,English
9781585677061,esta_escrito_en,English
1585675016,esta_escrito_en,English
9781408804438,esta_escrito_en,English
9781408819937,esta_escrito_en,English
9781408809426,esta_escrito_en,English
9781608192342,esta_escrito_en,English
9780747592136,esta_escrito_en,English
9781596914025,esta_escrito_en,English
058609086,esta_escrito_en,English
9780786716234,esta_escrito_en,English
0517572044,esta_escrito_en,English
0786716231,esta_escrito_en,English
9780806512280,esta_escrito_en,English
0786716231,esta_escrito_en,English
058609086X,esta_escrito_en,English
9780691014081,esta_escrito_en,English
068806776X,esta_escrito_en,English
0393017206,esta_escrito_en,English
9780393318357,esta_escrito_en,English
0393017206,esta_escrito_en,English
9780393318357,esta_escrito_en,English
9780393302707,esta_escrito_en,English
0393302709,esta_escrito_en,English
9781455564996,esta_escrito_en,English
9781455564989,esta_escrito_en,English
9781473624696,esta_escrito_en,English
9781459722422,esta_escrito_en,English
9781459720466,esta_escrito_en,English
9781281970312,esta_escrito_en,English
9781554881499,esta_escrito_en,English
9781550027341,esta_escrito_en,English
9781550027341,esta_escrito_en,English
9781550027341,esta_escrito_en,English
0837121892,esta_escrito_en,English
0404001416,esta_escrito_en,English
0385122896,esta_escrito_en,English
0385040288,esta_escrito_en,English
0385040288,esta_escrito_en,English
9780881841237,esta_escrito_en,English
0820325228,esta_escrito_en,English
9781408811191,esta_escrito_en,English
0747563144,esta_escrito_en,UND
1582344116,esta_escrito_en,English
9781582341989,esta_escrito_en,English
0399239820,esta_escrito_en,English
9780399239823,esta_escrito_en,English
9780142401552,esta_escrito_en,English
9780399239823,esta_escrito_en,English
9781417628438,esta_escrito_en,English
9780606307727,esta_escrito_en,English
9781538713280,esta_escrito_en,English
9780349010878,esta_escrito_en,English
9780349010885,esta_escrito_en,English
9781538713273,esta_escrito_en,English
9781538713297,esta_escrito_en,English
1585671266,esta_escrito_en,English
0719554837,esta_escrito_en,English
9780879517113,esta_escrito_en,English
0879517115,esta_escrito_en,English
9781585671267,esta_escrito_en,English
0879517115,esta_escrito_en,English
9780806536163,esta_escrito_en,English
9781306665285,esta_escrito_en,English
9781306664820,esta_escrito_en,English
9780806536736,esta_escrito_en,English
9780806536156,esta_escrito_en,English
9781322153612,esta_escrito_en,English
0393050157,esta_escrito_en,English
9780393337839,esta_escrito_en,English
9781497678293,esta_escrito_en,English
9781497678194,esta_escrito_en,English
9781497678088,esta_escrito_en,English
9780393050158,esta_escrito_en,English
9780671822521,esta_escrito_en,English
9781480463325,esta_escrito_en,English
9781480463332,esta_escrito_en,English
9781480463318,esta_escrito_en,English
0316117676,esta_escrito_en,English
9780553259070,esta_escrito_en,English
0575023082,esta_escrito_en,English
9780803217539,esta_escrito_en,English
9780803217539,esta_escrito_en,English
0747513031,esta_escrito_en,English
0399141030,esta_escrito_en,English
9780803217539,esta_escrito_en,English
0801858070,esta_escrito_en,English
9780300137712,esta_escrito_en,English
9781281735164,esta_escrito_en,English
9780300143102,esta_escrito_en,English
9780522854367,esta_escrito_en,English
9780300125511,esta_escrito_en,English
9780300125511,esta_escrito_en,English
9780300125511,esta_escrito_en,English
9788481601053,esta_escrito_en,SPA
9780964873612,esta_escrito_en,English
9788478809165,esta_escrito_en,SPA
0860683826,esta_escrito_en,English
9780860683827,esta_escrito_en,English
0848202287,esta_escrito_en,English
0841411468,esta_escrito_en,English
0849202418,esta_escrito_en,English
0404048005,esta_escrito_en,English
9780385316545,esta_escrito_en,English
9780613894524,esta_escrito_en,English
9781558853942,esta_escrito_en,English
9780613590280,esta_escrito_en,English
9785557117128,esta_escrito_en,English
0838315437,esta_escrito_en,English
0849204267,esta_escrito_en,English
0841433526,esta_escrito_en,English
0848203712,esta_escrito_en,English
0838315437,esta_escrito_en,English
9781402166013,esta_escrito_en,English
9781410202925,esta_escrito_en,English
9788440650313,esta_escrito_en,SPA
9780307573537,esta_escrito_en,English
9780553569971,esta_escrito_en,English
0385417012,esta_escrito_en,English
9780595762712,esta_escrito_en,English
9781627934381,esta_escrito_en,English
9781102389347,esta_escrito_en,English
9780786145911,esta_escrito_en,English
9780786169979,esta_escrito_en,English
9780786175130,esta_escrito_en,English
9781930486560,esta_escrito_en,English
9780743284998,esta_escrito_en,English
9781598870114,esta_escrito_en,English
9780743285001,esta_escrito_en,English
9780743284998,esta_escrito_en,English
9781597224765,esta_escrito_en,English
9780743284998,esta_escrito_en,English
9780691636931,esta_escrito_en,English
9780374113124,esta_escrito_en,English
9780691016726,esta_escrito_en,English
9780801887413,esta_escrito_en,English
9780691016719,esta_escrito_en,English
0374113122,esta_escrito_en,English
9781306757805,esta_escrito_en,English
9780446555432,esta_escrito_en,English
9780446696937,esta_escrito_en,English
9780446578929,esta_escrito_en,English
9780446544689,esta_escrito_en,English
0938530232,esta_escrito_en,English
9780312426811,esta_escrito_en,English
9781593978921,esta_escrito_en,English
0312315961,esta_escrito_en,English
9780312315962,esta_escrito_en,English
0099779412,esta_escrito_en,English
1582430551,esta_escrito_en,English
0684839849,esta_escrito_en,English
9781582430553,esta_escrito_en,English
9780548041819,esta_escrito_en,English
9781417958405,esta_escrito_en,English
0810336871,esta_escrito_en,English
9781432570996,esta_escrito_en,English
1555465722,esta_escrito_en,English
9780870676796,esta_escrito_en,English
9780613116992,esta_escrito_en,English
0870675648,esta_escrito_en,English
9780870675645,esta_escrito_en,English
9780786735600,esta_escrito_en,English
9780786167937,esta_escrito_en,English
9781560259602,esta_escrito_en,English
9780786165902,esta_escrito_en,English
9780786147038,esta_escrito_en,English
1560254742,esta_escrito_en,English
9781417704606,esta_escrito_en,English
9780142002490,esta_escrito_en,English
9780812928471,esta_escrito_en,English
9780614278187,esta_escrito_en,English
9780812930290,esta_escrito_en,English
9781429093668,esta_escrito_en,English
9781432516147,esta_escrito_en,English
9781410104519,esta_escrito_en,English
9781432553579,esta_escrito_en,English
0804612994,esta_escrito_en,English
9780548043042,esta_escrito_en,English
0842280472,esta_escrito_en,English
9781417960354,esta_escrito_en,English
9781430453192,esta_escrito_en,English
9780548158203,esta_escrito_en,English
084640009X,esta_escrito_en,English
9781410212122,esta_escrito_en,English
9780548074060,esta_escrito_en,English
9781419173073,esta_escrito_en,English
0836914643,esta_escrito_en,English
9781979006033,esta_escrito_en,English
9780342759972,esta_escrito_en,English
9780836957594,esta_escrito_en,English
0836957598,esta_escrito_en,English
9780590482240,esta_escrito_en,English
9780606069205,esta_escrito_en,English
9780590482240,esta_escrito_en,English
9780785752714,esta_escrito_en,English
9780793059645,esta_escrito_en,English
9780393077575,esta_escrito_en,English
9780393333596,esta_escrito_en,English
9780393059649,esta_escrito_en,English
9780393059649,esta_escrito_en,English
9780393059649,esta_escrito_en,English
9780671741594,esta_escrito_en,English
9780021795499,esta_escrito_en,English
9780844669809,esta_escrito_en,English
0671741594,esta_escrito_en,English
9780613128483,esta_escrito_en,English
0688137016,esta_escrito_en,English
0066211158,esta_escrito_en,English
9780066211152,esta_escrito_en,English
9780061557057,esta_escrito_en,English
9780066211152,esta_escrito_en,English
0060936045,esta_escrito_en,English
9780394585826,esta_escrito_en,English
9781847925770,esta_escrito_en,English
9781847925787,esta_escrito_en,English
9781529111248,esta_escrito_en,English
9781417959099,esta_escrito_en,English
0883054779,esta_escrito_en,English
0849205549,esta_escrito_en,English
9781411453883,esta_escrito_en,English
9780543874245,esta_escrito_en,English
084821000X,esta_escrito_en,English
0841447640,esta_escrito_en,English
0849210569,esta_escrito_en,English
0838317758,esta_escrito_en,English
0841444048,esta_escrito_en,English
0841444049,esta_escrito_en,English
0848209885,esta_escrito_en,English
0848202694,esta_escrito_en,English
9781432595982,esta_escrito_en,English
084920268X,esta_escrito_en,English
9781458716125,esta_escrito_en,English
9781458716095,esta_escrito_en,English
9781469626062,esta_escrito_en,English
9780807831373,esta_escrito_en,English
9780807831373,esta_escrito_en,English
9780807858332,esta_escrito_en,English
9781481824903,esta_escrito_en,English
9780704347144,esta_escrito_en,English
9781573228695,esta_escrito_en,English
1573221511,esta_escrito_en,English
9780606205719,esta_escrito_en,English
9781573228510,esta_escrito_en,English
9781594483578,esta_escrito_en,English
9781594489808,esta_escrito_en,English
9781594489808,esta_escrito_en,English
9781594489808,esta_escrito_en,English
9781594489808,esta_escrito_en,English
9781594489808,esta_escrito_en,English
9781429947381,esta_escrito_en,English
9781633735910,esta_escrito_en,English
9781633735903,esta_escrito_en,English
9781633735927,esta_escrito_en,English
9780765320872,esta_escrito_en,English
9780765300034,esta_escrito_en,English
9781847395993,esta_escrito_en,English
9780743274753,esta_escrito_en,English
9780743248990,esta_escrito_en,English
0743248996,esta_escrito_en,English
9780743249010,esta_escrito_en,English
9780829018707,esta_escrito_en,English
9780512002839,esta_escrito_en,English
9781496812568,esta_escrito_en,English
9781496812575,esta_escrito_en,English
9781496812582,esta_escrito_en,English
9781496812599,esta_escrito_en,English
9781496818409,esta_escrito_en,English
9781496812551,esta_escrito_en,English
9781020280986,esta_escrito_en,English
9781021642028,esta_escrito_en,English
9780548168455,esta_escrito_en,English
9781430465720,esta_escrito_en,English
080613321X,esta_escrito_en,English
9780140128925,esta_escrito_en,English
0670831085,esta_escrito_en,English
9780962826719,esta_escrito_en,English
9780140128925,esta_escrito_en,English
0877541523,esta_escrito_en,English
0791045382,esta_escrito_en,English
9780548414224,esta_escrito_en,English
9780548436349,esta_escrito_en,English
9781609073312,esta_escrito_en,English
9781606411643,esta_escrito_en,English
9781606411643,esta_escrito_en,English
9781606411643,esta_escrito_en,English
9781606411643,esta_escrito_en,English
9781606411643,esta_escrito_en,English
0838317448,esta_escrito_en,English
0841436010,esta_escrito_en,English
0849204283,esta_escrito_en,English
0841434735,esta_escrito_en,English
084820462X,esta_escrito_en,English
9781432572624,esta_escrito_en,English
0849238404,esta_escrito_en,English
9780786191123,esta_escrito_en,English
0879517018,esta_escrito_en,English
9780670840687,esta_escrito_en,English
9722110918,esta_escrito_en,POR
9781585670949,esta_escrito_en,English
9780786123735,esta_escrito_en,English
9780061657801,esta_escrito_en,English
9780061576102,esta_escrito_en,English
9780061576089,esta_escrito_en,English
9780061576096,esta_escrito_en,English
9780061577307,esta_escrito_en,English
9780061159282,esta_escrito_en,English
9780020444459,esta_escrito_en,English
0020444451,esta_escrito_en,English
978-0-684-19198-0,esta_escrito_en,English
0020444451,esta_escrito_en,English
0512007837,esta_escrito_en,English
9780461842593,esta_escrito_en,English
0836913884,esta_escrito_en,English
0759265976,esta_escrito_en,English
9780759238688,esta_escrito_en,English
0932966144,esta_escrito_en,English
9781877961847,esta_escrito_en,English
9780786171323,esta_escrito_en,English
9780786145461,esta_escrito_en,English
9780826591296,esta_escrito_en,English
9781946684332,esta_escrito_en,English
9781949199185,esta_escrito_en,English
9781946684301,esta_escrito_en,English
9780826513540,esta_escrito_en,English
0826513549,esta_escrito_en,English
0916190021,esta_escrito_en,English
0140245219,esta_escrito_en,English
1887123482,esta_escrito_en,English
0896219283,esta_escrito_en,English
9780517128206,esta_escrito_en,English
9781555253776,esta_escrito_en,English
9780449907184,esta_escrito_en,English
1556420870,esta_escrito_en,English
9500409992,esta_escrito_en,SPA
0747521352,esta_escrito_en,English
0399139885,esta_escrito_en,English
0747525420,esta_escrito_en,English
9780140255256,esta_escrito_en,English
9783442723355,esta_escrito_en,GER
0815604386,esta_escrito_en,English
0450045714,esta_escrito_en,English
0151494517,esta_escrito_en,English
9780515091892,esta_escrito_en,English
0450044548,esta_escrito_en,English
9780578362212,esta_escrito_en,English
9780070464162,esta_escrito_en,English
0818002506,esta_escrito_en,English
0862450306,esta_escrito_en,English
0070464162,esta_escrito_en,English
9780070464162,esta_escrito_en,English
9780871296771,esta_escrito_en,English
9781931672429,esta_escrito_en,English
9780685540930,esta_escrito_en,English
9780684719047,esta_escrito_en,English
9780548250082,esta_escrito_en,English
9781432652661,esta_escrito_en,English
0841448299,esta_escrito_en,English
0848210883,esta_escrito_en,English
0140140204,esta_escrito_en,English
0671688529,esta_escrito_en,English
9780671725143,esta_escrito_en,English
0671688529,esta_escrito_en,English
0395901502,esta_escrito_en,English
0395445264,esta_escrito_en,English
9780395483718,esta_escrito_en,English
9780395445266,esta_escrito_en,English
9780395901502,esta_escrito_en,English
0395483719,esta_escrito_en,English
887768092X,esta_escrito_en,ITA
9780374527433,esta_escrito_en,English
0848209141,esta_escrito_en,English
0841409714,esta_escrito_en,English
9781429954693,esta_escrito_en,English
9780349118703,esta_escrito_en,English
9780374299613,esta_escrito_en,English
0374299617,esta_escrito_en,English
9780312426354,esta_escrito_en,English
0671223313,esta_escrito_en,English
0862418011,esta_escrito_en,English
1841951374,esta_escrito_en,English
9780671230258,esta_escrito_en,English
9781929490295,esta_escrito_en,English
0233962751,esta_escrito_en,English
0913720615,esta_escrito_en,English
9780913720615,esta_escrito_en,English
9780759243682,esta_escrito_en,English
9780671782863,esta_escrito_en,English
0933256817,esta_escrito_en,English
0671270850,esta_escrito_en,English
075921350X,esta_escrito_en,English
9781563334016,esta_escrito_en,English
0665084293,esta_escrito_en,English
0665084285,esta_escrito_en,English
0665084285,esta_escrito_en,English
0665084293,esta_escrito_en,English
0665084277,esta_escrito_en,English
0813120594,esta_escrito_en,English
9780813143392,esta_escrito_en,English
9780813143408,esta_escrito_en,English
0813109833,esta_escrito_en,English
9780813120591,esta_escrito_en,English
9780813109831,esta_escrito_en,English
0826313167,esta_escrito_en,English
9781351534895,esta_escrito_en,English
9781315083377,esta_escrito_en,English
9781351534901,esta_escrito_en,English
9781351534918,esta_escrito_en,English
9781138518414,esta_escrito_en,English
0151601380,esta_escrito_en,English
9780061866166,esta_escrito_en,English
9780061866180,esta_escrito_en,English
9780061866173,esta_escrito_en,English
9780061866197,esta_escrito_en,English
9780061774683,esta_escrito_en,English
9788324160358,esta_escrito_en,POL
9780593071724,esta_escrito_en,English
9780593071724,esta_escrito_en,English
9788324152162,esta_escrito_en,POL
9780345543752,esta_escrito_en,English
9780552169189,esta_escrito_en,English
9781846149207,esta_escrito_en,English
9781846149214,esta_escrito_en,English
9780141984599,esta_escrito_en,English
9781594633737,esta_escrito_en,English
1842120336,esta_escrito_en,English
1842120336,esta_escrito_en,English
0062509152,esta_escrito_en,English
0044408331,esta_escrito_en,English
004440848X,esta_escrito_en,English
9798987285930,esta_escrito_en,English
9798987285954,esta_escrito_en,English
9798987285947,esta_escrito_en,English
9781250908315,esta_escrito_en,English
9781250095671,esta_escrito_en,English
9781250095664,esta_escrito_en,English
9780613054522,esta_escrito_en,English
0525675183,esta_escrito_en,English
0525675183,esta_escrito_en,English
9780140383591,esta_escrito_en,English
9781306110389,esta_escrito_en,English
9781135976361,esta_escrito_en,English
9781315063720,esta_escrito_en,English
9781135976293,esta_escrito_en,English
9781135976224,esta_escrito_en,English
0313291047,esta_escrito_en,English
9781432550066,esta_escrito_en,English
9780548227619,esta_escrito_en,English
9780393651102,esta_escrito_en,English
9780224098175,esta_escrito_en,English
9781510769731,esta_escrito_en,English
9781448181131,esta_escrito_en,English
9780393240726,esta_escrito_en,English
9781496813565,esta_escrito_en,English
9781496813572,esta_escrito_en,English
9781496813596,esta_escrito_en,English
9781496813589,esta_escrito_en,English
9781496815057,esta_escrito_en,English
9781496813558,esta_escrito_en,English
9781496816269,esta_escrito_en,English
9781496818164,esta_escrito_en,English
9781496816252,esta_escrito_en,English
9781496816276,esta_escrito_en,English
9781496816290,esta_escrito_en,English
9781496816283,esta_escrito_en,English
9781496814968,esta_escrito_en,English
9781496818140,esta_escrito_en,English
9781496814951,esta_escrito_en,English
9781496814975,esta_escrito_en,English
9781496814999,esta_escrito_en,English
9781496814982,esta_escrito_en,English
9781496807601,esta_escrito_en,English
9781496807595,esta_escrito_en,English
9781496807625,esta_escrito_en,English
9781496807618,esta_escrito_en,English
9781496818317,esta_escrito_en,English
9781496807588,esta_escrito_en,English
9781628468663,esta_escrito_en,English
9781628465532,esta_escrito_en,English
9781621039686,esta_escrito_en,English
9781617038679,esta_escrito_en,English
9781299859289,esta_escrito_en,English
9781628461930,esta_escrito_en,English
9781496804969,esta_escrito_en,English
9781496804976,esta_escrito_en,English
9781496804990,esta_escrito_en,English
9781496804983,esta_escrito_en,English
9781496810526,esta_escrito_en,English
9781496802330,esta_escrito_en,English
9780367630034,esta_escrito_en,English
9780367482046,esta_escrito_en,English
9781000226577,esta_escrito_en,English
9781000226638,esta_escrito_en,English
9781003038610,esta_escrito_en,English
9781000226690,esta_escrito_en,English
9781943156122,esta_escrito_en,English
9781936182619,esta_escrito_en,English
9781306707008,esta_escrito_en,English
9781936182596,esta_escrito_en,English
9781936182602,esta_escrito_en,English
9781936182589,esta_escrito_en,English
9781501105975,esta_escrito_en,English
9781501105968,esta_escrito_en,English
9781432850791,esta_escrito_en,English
9781501105944,esta_escrito_en,English
9780870745607,esta_escrito_en,English
9780870745607,esta_escrito_en,English
9780983547747,esta_escrito_en,English
9780820349107,esta_escrito_en,English
9780820349114,esta_escrito_en,English
9781496818171,esta_escrito_en,English
9781496815392,esta_escrito_en,English
9781496815408,esta_escrito_en,English
9781496815385,esta_escrito_en,English
9781496815378,esta_escrito_en,English
9781496815361,esta_escrito_en,English
9781608192519,esta_escrito_en,English
9781408810149,esta_escrito_en,English
9781408801178,esta_escrito_en,English
9780747595373,esta_escrito_en,English
9780691060446,esta_escrito_en,English
0299116409,esta_escrito_en,English
0394400925,esta_escrito_en,English
1559361158,esta_escrito_en,English
0553142542,esta_escrito_en,English
9780548156230,esta_escrito_en,English
9781430450863,esta_escrito_en,English
9780142412350,esta_escrito_en,English
9780142412350,esta_escrito_en,English
014200426X,esta_escrito_en,English
0948238054,esta_escrito_en,English
9780140153903,esta_escrito_en,English
0688088910,esta_escrito_en,English
0006544479,esta_escrito_en,English
9780140153903,esta_escrito_en,English
0837161991,esta_escrito_en,English
0849201942,esta_escrito_en,English
0883059940,esta_escrito_en,English
0841432120,esta_escrito_en,English
9781880000335,esta_escrito_en,English
9781600609992,esta_escrito_en,English
9780613029988,esta_escrito_en,English
1584300299,esta_escrito_en,SPA
