Obra,Relación,Tema
Arte neotaíno,tiene_como_tema,Taino art.
Magali Lara,tiene_como_tema,Exhibitions
Mar de palabras,tiene_como_tema,Mexican literature -- 20th century -- History and criticism.
Los orígenes del hambre en la República Dominicana,tiene_como_tema,Food supply -- Dominican Republic.
3 [I.e. Tres] ensayos al servicio del mundo que nace,tiene_como_tema,Europe -- Economic conditions.
La gracia pública de las letras,tiene_como_tema,Politics and literature -- Mexico.
Etica Como Amor Propio,tiene_como_tema,General
Entrevistas a dioses y demonios,tiene_como_tema,Artists -- Interviews.
El nuevo realismo en la pintura de Luis Bretón,tiene_como_tema,"Bretón, Luis, 1953-  -- Criticism and interpretation."
Antología del cuento triste,tiene_como_tema,Short stories
México indio,tiene_como_tema,Indians of Mexico -- Pictorial works.
"El filósofo ""Antonio Machado""",tiene_como_tema,"Machado, Antonio, -- 1875-1939. -- Philosophy."
Los escritores dominicanos y la cultura,tiene_como_tema,Dominican literature -- History and criticism.
Fantasmagorías,tiene_como_tema,Aesthetics
"Enrique Gomez Carrillo, el cronista errante",tiene_como_tema,"Authors, Guatemalan -- 20th century -- Biography."
Este es Calderón,tiene_como_tema,"Calderón Fournier, Rafael Angel, 1949-"
La Presencia del Pasado / The Presence of the Past,tiene_como_tema,History - General History
Democracia participativa municipal,tiene_como_tema,Municipal government -- Mexico -- Guerrero (State)
"León, bienes inmuebles patrimoniales",tiene_como_tema,"Buildings, structures"
Chiapas,tiene_como_tema,"Acteal Massacre, Acteal, Mexico, 1997"
"Machismo, feminismo, homosexualismo",tiene_como_tema,"Mexican wit and humor, Pictorial."
Colón en la Española,tiene_como_tema,"Columbus, Christopher."
La pandilla cósmica,tiene_como_tema,Delitos -- Mexico -- Ficción.
El Flamboyan Amarillo,tiene_como_tema,Spanish: Young Adult (Gr. 7-9)
"Paraiso Clausurado (Modernos Y Clasicos De Muchnik Editores, 112)",tiene_como_tema,Reading materials
Marti,tiene_como_tema,"Martí, José, -- 1853-1895"
Cubans in the United States,tiene_como_tema,Cuban Americans -- History.
"""El estiércol de Melibea"" y otros ensayos",tiene_como_tema,Spanish literature -- History and criticism.
Ensayos etimológicos,tiene_como_tema,Spanish language -- Dictionaries.
Etnografías feministas,tiene_como_tema,Women
Terrazas y su siglo,tiene_como_tema,"Terrazas, Luis, 1829-1923."
Che,tiene_como_tema,Political and social views
Rompecabezas de papel,tiene_como_tema,Press -- Mexico -- History -- 19th century.
La gran estafa de la Guerra Civil,tiene_como_tema,Cultural property -- Spain -- History -- 20th century.
Naturaleza y crisis del poder en Centroamérica,tiene_como_tema,Central America -- Economic conditions.
Panamá cuenta,tiene_como_tema,Panamanian Short stories
El Pais De Las Palabras/ World of Words,tiene_como_tema,Reference
Respuesta a sor Filotea,tiene_como_tema,Religion-Bible - Criticism  Interpretation - New Testament
Goya y su familia en Zaragoza,tiene_como_tema,"Goya, Francisco, 1746-1828."
Prospero's mirror,tiene_como_tema,Spanish American fiction -- 20th century
Poemas,tiene_como_tema,Romance literature
"Caudillismo, populismo y ensoñación socialista",tiene_como_tema,Populism -- Venezuela
"Yo te bendigo, vida",tiene_como_tema,"Authors, Mexican -- 19th century -- Biography."
La experiencia cuántica en la poesía de José Luis Vega,tiene_como_tema,Criticism and interpretation
Mis memorias íntimas,tiene_como_tema,Spain -- Politics and government -- 1833-1868
Secuestrados,tiene_como_tema,Victimas de secuestro
El diálogo de los cuerpos,tiene_como_tema,Masculinity in literature.
Epistolario entre Max Aub y Vicente Aleixandre,tiene_como_tema,Correspondence
"Pablo, la infancia, los recuerdos",tiene_como_tema,"Torriente Brau, Pablo de la, 1901-1936 -- Anecdotes."
Lazaro Cardenas,tiene_como_tema,Presidents & Heads of State
La mujer en el arte dominicano (1844-2000),tiene_como_tema,Dominican Art
Miradas sobre la muerte,tiene_como_tema,Death
Decir y hacer,tiene_como_tema,Entretiens
La jurisdicción internacional,tiene_como_tema,Criminal jurisdiction -- America.
El verano feliz de la señora Forbes,tiene_como_tema,Murder
"Elecciones en Colombia, 1990-2018",tiene_como_tema,Election
La interminable conquista de Mexico,tiene_como_tema,Relaciones exteriores
Un Tigre Perfumado Sobre Mi Huella,tiene_como_tema,Fantasy - Short Stories
Valores de Puerto Rico,tiene_como_tema,Puerto Rico -- History.
Words of the true peoples,tiene_como_tema,Indian literature
Confetti,tiene_como_tema,Children: Kindergarten
"Historia crítica del pensamiento español, vol. 4",tiene_como_tema,Spanish literature -- History and criticism.
Historia de una pelea Cubana contra los demonios,tiene_como_tema,Religion and state -- Cuba.
Los decires de Maria Guemes/The sayings of Maria Guemes,tiene_como_tema,Spanish: Adult Nonfiction
"Thomas Merton - Ernesto Cardenal Correspondencia, 1959-1968",tiene_como_tema,Religion
La Pareja,tiene_como_tema,Political Science
Charla en sonetos,tiene_como_tema,"Reyes, Alfonso, 1889-1959 -- Correspondence."
Encuesta sobre migración,tiene_como_tema,Statistics
Armonización de la vida laboral y familiar en académicas mexicanas,tiene_como_tema,Work-life balance
Anatomía de una utopía,tiene_como_tema,Universidad Autónoma de Nuevo León
Y sigue siendo el rey,tiene_como_tema,Music in art
Bibliografía del teatro en Mexico,tiene_como_tema,Theater -- Mexico -- History and criticism
La Revolución Mexicana fue anarquista,tiene_como_tema,Anarchists -- Mexico -- Biography.
Textos heréticos,tiene_como_tema,Mexico -- Foreign relations.
Dramaturgia boliviana,tiene_como_tema,History and criticism
68,tiene_como_tema,Literary
"Banco Popular, Museo Arqueológico, Casa del Marqués de San Jorge, Bogotá, Colombia",tiene_como_tema,Indians of South America -- Colombia -- Antiquities.
Resistencia/ Resistance,tiene_como_tema,Literary Collections
Vida de José Martí,tiene_como_tema,Revolutionaries -- Cuba -- Biography.
Historia política mexicana,tiene_como_tema,Political science
La ciudad crítica,tiene_como_tema,Spanish American literature -- History and criticism.
Vamos de fiesta!,tiene_como_tema,Reading (Elementary)
"Mi caballo mi Perro y mi rifle/My horse, my dog and my rifle",tiene_como_tema,Spanish Novel And Short Story
Cómo dejar de comer (mal),tiene_como_tema,Junk food
"Encuesta sobre migración en la Frontera Norte de México, 2011",tiene_como_tema,Internal Migration
Tránsito literario,tiene_como_tema,Dominican literature -- History and criticism.
Crickets and frogs,tiene_como_tema,Fables
Historia de la educación en Nicaragua,tiene_como_tema,Politics and government
La interpretación de la constitución a la luz de una sociedad intercultural,tiene_como_tema,Law and legislation
European insolvency regulations,tiene_como_tema,Conflict of laws
El mexicano y la coprolalia,tiene_como_tema,"Words, Obscene"
Rojo mexicano,tiene_como_tema,Color in art
"Charcas, S.L.P., su historia, su convento-parroquia",tiene_como_tema,"Charcas (San Luis Potosí, Mexico) -- Church history."
"La política de colonización agraria en el Campo de Dalias, 1940-1990",tiene_como_tema,Agricultural colonies -- Spain -- Campo de Dalías -- History -- 20th century.
Con el pueblo tengo,tiene_como_tema,Nayarit (Mexico) -- Politics and government.
Democracia en América Latina,tiene_como_tema,Politics and government
Maestro cantor,tiene_como_tema,Correspondence
Fernando Garcia Ponce,tiene_como_tema,Art
Moctezuma,tiene_como_tema,"Conquest, 1519-1540"
La silla del águila,tiene_como_tema,Política y gobierno
Cien años de magia,tiene_como_tema,Guatemalan literature -- 20th century.
"Paisajes, parajes, lugares y espacios en la literatura mexicana, siglos XIX y XX",tiene_como_tema,Mexican literature
Fichero,tiene_como_tema,Bio-bibliography
La otra cara de la luna,tiene_como_tema,History
Letras,tiene_como_tema,Cuba
La Casa De La Iaguna,tiene_como_tema,Family -- Puerto Rico -- Fiction.
El estado de Chihuahua,tiene_como_tema,Chihuahua (México : Estado) -- Libros de láminas.
El clasicismo en la poesía mexicana,tiene_como_tema,History
Destierro y destiempo,tiene_como_tema,"Aub, Max, -- 1903-1972."
Nosotros solos,tiene_como_tema,Puerto Rico -- Relations -- United States.
Cuestiones estéticas,tiene_como_tema,Literature -- History and criticism
"Ciudades de América, Europa y Oriente",tiene_como_tema,United States -- Description and travel.
"Correo familiar, 1918-1920",tiene_como_tema,Mexican Authors
El Menor en situación de abandono,tiene_como_tema,Abandoned children -- Peru -- Congresses.
Cruzar El Atlantico,tiene_como_tema,Seafaring life -- History -- 16th century.
El mar y sus pescaditos,tiene_como_tema,History and criticism
El Naranjo,tiene_como_tema,Spanish: Adult Fiction
Juan Sánchez Ramírez,tiene_como_tema,Dominican Republic -- History -- To 1844.
Premio Varona,tiene_como_tema,"Authors, Cuban."
"Iglesias, sectas y nuevos cultos",tiene_como_tema,Christian sects.
Me alquilo para soñar,tiene_como_tema,Spanish: Adult Fiction
Imágenes cruzadas México y España,tiene_como_tema,Mass media and literature -- Mexico -- 20th century.
Desde la otra orilla,tiene_como_tema,Littérature dominicaine
José Vasconcelos,tiene_como_tema,Statesmen -- Mexico -- Biography.
Sindicalismo y modernización económica,tiene_como_tema,Economic conditions
La problemática de las jefas de hogar : evidencia de la insubordinación social de las mujeres,tiene_como_tema,Women
El mensaje informativo,tiene_como_tema,Journalism.
Diario de una imagen,tiene_como_tema,Pictorial works
"Simón Bolívar, el libertador",tiene_como_tema,Biography
La literatura barroca en Hispanoamérica,tiene_como_tema,Baroque literature.
La literatura mexicana del siglo XX,tiene_como_tema,Mexican literature -- 20th century -- History and criticism
Biobibliografía de Carlos Rafael Rodríguez,tiene_como_tema,Cuba -- Bibliography.
Xavier Villaurrutia --y mi voz que madura,tiene_como_tema,"Villaurrutia, Xavier, -- 1903-1950 -- Poetic works"
De contrabando y mojado,tiene_como_tema,Smuggling
Interpretación del desarrollo social centroamericano,tiene_como_tema,Central America -- Economic integration.
Songoro cosongo y otros poemas / Songoro cosongo and other Poems,tiene_como_tema,Latin American Poetry
Viajero que vas,tiene_como_tema,"Dehesa, Germán -- Viaje."
El lenguaje y la literatura en tiempos de pandemia,tiene_como_tema,Industrial organization
CONCIERTO BARROCO (Nueva Criminologia),tiene_como_tema,Fiction
Diario del dolor,tiene_como_tema,Rheumatoid arthritis -- Fiction
Antología del pensamiento de Juan Bosch,tiene_como_tema,Politics and government
Ese jardín perdido,tiene_como_tema,Interviews
Taberna y otros lugares/ Taverns and Other Places (Biblioteca Roque Dalton/ Roque Dalton Library),tiene_como_tema,Caribbean & Latin American
Coloquios 2014,tiene_como_tema,Spanish American literature
Profesión de sed,tiene_como_tema,Spanish language materials
Desarrollo científico tecnológico y educación superior en América Latina,tiene_como_tema,Technology -- Study and teaching (Higher) -- Latin America
Santa y El Delirio de Santa,tiene_como_tema,Fiction-Romance - Adult
Escritores mexicanos en el periódico El Sol de Madrid,tiene_como_tema,Mexican Authors
Album De UN Heroe,tiene_como_tema,"Martí, José, -- 1853-1895."
Alicante,tiene_como_tema,Alicante (Spain) -- Description and travel -- Poetry.
El periodismo de Juan Pujol,tiene_como_tema,Journalism -- Spain -- History -- 20th century.
Santa Maria De Onette,tiene_como_tema,Spanish: Adult Nonfiction
Venezuela independencia,tiene_como_tema,History
Bajo el signo de Ix Bolon,tiene_como_tema,Mexico -- Antiquities.
El caso Rocío,tiene_como_tema,History
"Fernando Ortiz y España, a cien años de 1898",tiene_como_tema,Cuba -- Relations -- Spain.
Agora sor Juana,tiene_como_tema,"Simões, Gil, 1959-"
La importancia de llamarse Daniel Santos,tiene_como_tema,"Santos, Daniel, -- 1916-  -- Fiction"
Inversión extranjera y mexicanización,tiene_como_tema,"Investments, Foreign -- Mexico -- Case studies."
Las grandes figuras españolas del Renacimiento y el Barroco,tiene_como_tema,"Spanish literature -- Classical period, 1500-1700 -- History and criticism."
El clan de los reporteros,tiene_como_tema,Diarios y revistas estudantiles -- Ficción.
Buenos dias Fidel,tiene_como_tema,Crónicas cubanas
Carta a Ileana,tiene_como_tema,Cuban Authors
"Abuelo, cuéntame cómo era Saltillo",tiene_como_tema,History
Pueblo en vilo,tiene_como_tema,"González y González, Luis"
Imágenes encantadas,tiene_como_tema,Worship
La industrialización de Tamaulipas,tiene_como_tema,Industrial policy -- Mexico.
Literatura indígena americana,tiene_como_tema,Indians in literature
"Directorio electrónico interactivo de periodistas, artistas y escritores dominicanos",tiene_como_tema,Artists -- Dominican Republic -- Biography.
Céspedes,tiene_como_tema,"Céspedes, Carlos Manuel de, -- 1819-1874"
Gerónimo Treviño,tiene_como_tema,Mexico -- History -- 1867-1910.
"Poesía erotica Mexicana, 1889-1980",tiene_como_tema,Mexican Erotic poetry
La Danza De La Realidad/ the Reality Dance,tiene_como_tema,Spanish: Adult Nonfiction
Los corregidores Don Miguel Domínguez y Doña María Josefa Ortiz y el inicio de la independencia,tiene_como_tema,Biography
La casa de la carretera del Morro,tiene_como_tema,Exile
Bibliografía sociopolítica latinoamericana,tiene_como_tema,Library resources -- Mexico -- Mexico City.
La noche que se cayo la luna,tiene_como_tema,Juvenile Fiction / Fairy Tales & Folklore / Single Title
La panza es primero / The belly is First,tiene_como_tema,Nutrition And Diet
Esa imagen que en mi espejo se detiene,tiene_como_tema,American literature -- Women authors -- History and criticism.
Apostolicos afanes de la Compañia de Jesus,tiene_como_tema,Missions
Poética del interiorismo,tiene_como_tema,Theory
Manuel Altolaguirre,tiene_como_tema,"Altolaguirre, Manuel."
El Istmo de Tehuantepec y los Estados Unidos,tiene_como_tema,Mexico -- Foreign relations -- United States.
"Autoritarismo, movimiento popular y crisis política",tiene_como_tema,Politics and government
"Ay vida, no me mereces!",tiene_como_tema,"Authors, Mexican -- 20th century -- Biography."
Del idioma español en Nicaragua,tiene_como_tema,Spanish language -- Provincialisms -- Nicaragua.
El sistema agrario constitucional,tiene_como_tema,Constitutional law -- Mexico.
Política de la teoría del lenguaje y la poesía en América Latina en el siglo XX,tiene_como_tema,Spanish American literature -- 20th century -- History and criticism.
Conversación con los difuntos,tiene_como_tema,Art
Por los de abajo/ For the People,tiene_como_tema,Spanish: Adult Nonfiction
"Adolfo López Mateos, vida y obra",tiene_como_tema,Mexico -- Politics and government -- 1946-1970.
La modalidad vanguardista en la poesía panameña,tiene_como_tema,Panamanian poetry -- 20th century -- History and criticism.
Cartas a Silveria,tiene_como_tema,"Authors, Dominican -- 20th century -- Correspondence"
Los días que despertaron a México,tiene_como_tema,Political campaigns -- Mexico -- History -- 20th century
3 Novelas De Mariano Azuela,tiene_como_tema,Spanish: Adult Fiction
Puerto Cabezas en la plumilla de Montenegro,tiene_como_tema,Puerto Cabezas (Nicaragua) in art -- Catalogs.
Un siglo de Méjico,tiene_como_tema,History
Las genealogías,tiene_como_tema,Biography
Catálogo descriptivo de la gran colección de Comedias,tiene_como_tema,Bibliography
A ustedes les consta / You will Make Known (Cronicas),tiene_como_tema,Latin America - Mexico
Rubén Darío y Víctor Hugo,tiene_como_tema,Nicaraguan Authors
La insurrección de los diez años; una interpretación social de este fenómeno histórico,tiene_como_tema,"Cuba -- History -- Insurrection, 1868-1878."
"Memoria, 1933-1966",tiene_como_tema,Mexican Authors
La noche que se cayo la luna (Libro Tigrillo),tiene_como_tema,Spanish: Grades 1-2
Vida y obra poética de Julián del Casal,tiene_como_tema,"Casal, Julián del, -- 1863-1893"
Documentos importantes de la administración general de caminos y peages de la República Mexicana,tiene_como_tema,"Carbajal Espinosa, Francisco"
Testimonio desde dentro,tiene_como_tema,"Authors, Cuban -- 20th century -- Biography."
Respuesta a sor Filotea de la Cruz,tiene_como_tema,Literary studies: general
"José María Carrillo Tamayo en la historia de Chiriquí, 1860-1980",tiene_como_tema,Genealogy
Máscara negra,tiene_como_tema,Crime in literature.
"Discursos, mensajes, y opiniones sobre el Quinto Centenario",tiene_como_tema,"Columbus Quincentenary, 1992-1993."
Poemas,tiene_como_tema,Spanish: Adult Nonfiction
Creación y revolución,tiene_como_tema,Politics and literature.
La plástica actual dominicana,tiene_como_tema,Artists -- Dominican Republic -- Biography.
Historia y leyenda de Coyoacán,tiene_como_tema,History
El general en su laberinto,tiene_como_tema,Fiction
Atlas histórico cultural de América,tiene_como_tema,America -- Discovery and exploration -- Maps
Homenaje a Rosario Castellanos,tiene_como_tema,"Castellanos, Rosario -- Bibliography."
Santo Tomás de Aquino,tiene_como_tema,"Thomas, Aquinas, Saint, 1225?-1274"
"Los enemigos de Leopoldo Lugones, con documentación inédita",tiene_como_tema,"Lugones, Leopoldo, -- 1874-1938"
"Catálogo de la hemerografía de Veracruz, 1795-1950",tiene_como_tema,Catalogs
Tropeles juveniles,tiene_como_tema,Attitudes
La Hora de La Espada y Otros Escritos,tiene_como_tema,General
Juan Soriano Nino De MIL Anos,tiene_como_tema,Biography And Autobiography
La Region Mas Transparente (Alfaguara),tiene_como_tema,Literary
Historia del Estado de Guerrero,tiene_como_tema,Guerrero (Mexico : State) -- History.
Personajes y leyendas del México virreinal,tiene_como_tema,"Mexico -- History -- Spanish colony, 1540-1810 -- Anecdotes"
La lengua de Nicaragua,tiene_como_tema,Dictionaries
Man-making Words,tiene_como_tema,Spanish
Grafías contra el planisferio paginado,tiene_como_tema,Mexican drama
Al Dios Del Lugar,tiene_como_tema,Poetry
El universo o nada,tiene_como_tema,Astronomy
Todo Mexico,tiene_como_tema,History
Cincuentenario de Viaje al sueño,tiene_como_tema,"Chacón Nardi, Rafaela, -- 1926-"
Letras dominicanas contemporáneas,tiene_como_tema,Criticism and interpretation
La revolución francesa en los fondos de la Biblioteca y Hemeroteca Nacionales de México,tiene_como_tema,Biblioteca Nacional de México
El Mestizo De Salgari,tiene_como_tema,Spanish: Adult Nonfiction
Aproximación al pensamiento de Fourier,tiene_como_tema,"Fourier, Charles, 1772-1837."
Escritos Politicos / Political Writings,tiene_como_tema,Spanish: Adult Nonfiction
Listen to the desert =,tiene_como_tema,Animal sounds -- Juvenile poetry.
La Colección Squier-Zapatera,tiene_como_tema,Indian art -- Nicaragua -- Zapatera Island -- Catalogs.
Esas voces lejanas,tiene_como_tema,"Authors, Mexican -- 20th century -- Biography."
La vida en México en el período presidencial de Lázaro Cárdenas,tiene_como_tema,Mexico -- Social conditions
El laberinto de la utopÃ­a. Una antologÃ­a General (Biblioteca Americana),tiene_como_tema,Literature & Fiction / General
Luis Ramos y la eternidad del instante,tiene_como_tema,Pictorial works
La notificación de los actos administrativos en el procedimiento ordinario,tiene_como_tema,Administrative acts -- Spain
Una vida por la palabra,tiene_como_tema,"Authors, Mexican -- 20th century -- Interviews."
Literatura e inseguridad,tiene_como_tema,English fiction -- 20th century -- History and criticism.
Los abismos de la palabra,tiene_como_tema,Literatures
Masacre,tiene_como_tema,Political persecution
Perfil del español dominicano,tiene_como_tema,Spanish language
Hernán Cortés y el Nuevo Mundo,tiene_como_tema,Sources
El sabio Debayle y su contribución a la ciencia médica en Centroamérica,tiene_como_tema,Study and teaching
La República Federal Mexicana,tiene_como_tema,Press -- Mexico -- History -- 19th century.
Poesía y prosa,tiene_como_tema,Spanish language -- Non-fiction.
"Entrega de Armas de Las Guerrillas Del Llano, Sep.-Oct. 1953",tiene_como_tema,"America, history"
Maldito Amor Y Otros Cuentos,tiene_como_tema,Fiction - General
Corresponsales españoles de José Ma. Chacón,tiene_como_tema,"Authors, Spanish -- 20th century -- Correspondence."
Las vacas locas,tiene_como_tema,Vegetarianism
El Vampiro De La Colonia Roma/ the Vampire of Colony of Rome,tiene_como_tema,Gay men -- Mexico -- Mexico City -- Fiction.
Arquitectura bioclimática,tiene_como_tema,Architecture and climate
Palabras cruzadas,tiene_como_tema,Authors
"El protestantismo en México, 1850-1940",tiene_como_tema,Protestant churches -- Mexico -- History.
Autocad Lt 2000,tiene_como_tema,Spanish: Adult Nonfiction
Fuego al museo,tiene_como_tema,Modern Painting
Oaxaca,tiene_como_tema,Oaxaca de Juárez (Mexico) -- Description.
La pasión del diablo,tiene_como_tema,Moros y Cristianos (Dance) -- Mexico -- Nuevo León (State)
El escritor y la honestidad intelectual,tiene_como_tema,Literature and society
Doce cuentos en contra,tiene_como_tema,Mexican fiction -- 20th century
Los taínos de La Española,tiene_como_tema,Taino Indians
Seis mujeres poetas,tiene_como_tema,Dominican Women poets
De la naturaleza y carácter de la literatura mexicana,tiene_como_tema,Mexican literature -- History and criticism
Nuestra Senora De La Noche/ Our Lady of the Night,tiene_como_tema,Ficción
La formación política,tiene_como_tema,Mexico -- Politics and government
Caballete (Puertas al Sol),tiene_como_tema,Spanish: Grades 2-3
El procedimiento penal en los estados de la república,tiene_como_tema,Criminal procedure -- Mexico -- Provinces.
My last name and other poems,tiene_como_tema,Translations into English
Regreso al Hijo Pródigo,tiene_como_tema,Mexican literature
Obras castellanas,tiene_como_tema,Spiritual life -- Catholic Church -- Early works to 1800.
Diccionario crítico de novelistas bolivianas,tiene_como_tema,Bolivian Women authors
Obras 2,tiene_como_tema,Spanish: Adult Nonfiction
Confabulario / Confabulator,tiene_como_tema,Spanish: Adult Fiction
Bibliografía del Asalto al Cuartel Moncada,tiene_como_tema,"Cuba -- History -- Moncada Barracks Attack, 1953 -- Bibliography."
Centón epistolario,tiene_como_tema,Cuba -- Social conditions -- Sources.
La republica de las letras asomos a la escrita del Mexico,tiene_como_tema,History
La aventura interior,tiene_como_tema,Spanish American literature
Nada es lo que parece,tiene_como_tema,Authors
Un más allá erótico,tiene_como_tema,"Sade, -- marquis de, -- 1740-1814 -- Criticism and interpretation."
"Entrevistas, análisis, reportajes",tiene_como_tema,Dominican Republic -- Economic conditions -- 1961-
Apuntes históricos de la Universidad Autónoma de San Luis Potosí,tiene_como_tema,History
El tema de la dictadura en la narrativa del mundo hispánico,tiene_como_tema,History and criticism
El arte mudéjar y su renacimiento en Tlaxcala,tiene_como_tema,City planning
Filosofia Para Principiantes,tiene_como_tema,Fiction
Palabra de honor,tiene_como_tema,Authors -- 20th century -- Interviews.
Tres amores,tiene_como_tema,Cuban drama
Mapa de México Tenochtitlan y sus contornos hacia 1550,tiene_como_tema,Maps
Ya llegan los reyes magos!,tiene_como_tema,Stories in rhyme.
Mariano Azuela y la literatura de la Revolución Mexicana,tiene_como_tema,Literature and the revolution
Los bandidos de Rio Frio/ The Cold River Bandits (Biblioteca Escolar / School Library),tiene_como_tema,Westerns - General
El realismo plástico en España,tiene_como_tema,Realism in art -- Spain.
"Calles, el estadista",tiene_como_tema,Financial institutions -- Mexico.
"Lecturas, ensayos sobre literatura hispanoamericana y española",tiene_como_tema,Spanish literature -- History and criticism.
Un viaje y seis retratos,tiene_como_tema,"Authors, Spanish American."
Cofradías de indios y negros,tiene_como_tema,Case studies
Enriqueta Ochoa,tiene_como_tema,Criticism and interpretation
Patria: el periódico de José Martí,tiene_como_tema,Cuba -- History -- 1810-1899 -- Bibliography.
México viejo,tiene_como_tema,History
Amor con amor se paga,tiene_como_tema,Spanish: Adult Nonfiction
Paseo de la Reforma (Ave F?enix. Serie Mayor),tiene_como_tema,Spanish: Adult Fiction
Devils don't dream!,tiene_como_tema,United States. Central Intelligence Agency
El final de Lecumberri,tiene_como_tema,Prisons -- Mexico.
En Busca de Milagros,tiene_como_tema,Fiction
Ensayos sobre literatura puertorriqueña y dominicana,tiene_como_tema,Dominican literature -- 20th century -- History and criticism
Traspatio florecido,tiene_como_tema,Politics and culture -- Central America -- History -- 20th century.
Biblioteca de escritores de la provincia de Guadalajara,tiene_como_tema,Spanish literature -- Mexico -- Guadalajara -- Bibliography.
Corrupción e impunidad en Puerto Rico,tiene_como_tema,History
Los misterios de la Habana,tiene_como_tema,General
Biografía de Juan Bosch,tiene_como_tema,Dominican Authors
Ifá,tiene_como_tema,Ifa (Religion) -- Cuba -- History.
Tlacaelel,tiene_como_tema,Fiction
Für Leopoldo Zea,tiene_como_tema,"Philosophy, Latin American."
"El Vaticano, cátedra de paz",tiene_como_tema,Foreign relations
Los jóvenes mexicanos,tiene_como_tema,Disappeared persons
"Hay que trabajar sin falta, allí donde estén las masas",tiene_como_tema,Communism
Libertades imaginarias,tiene_como_tema,Literature -- History and criticism.
Amor con amor se paga,tiene_como_tema,Drama
Fiestas de toros,tiene_como_tema,Bullfights
Cárdenas de cerca,tiene_como_tema,México -- Politics and government -- 1970-
Las claves del arte prehistórico,tiene_como_tema,"Art, Prehistoric."
México en guerra,tiene_como_tema,"Propaganda, American -- Mexico -- History -- 20th century."
"Fray Margil de Jesús, apóstol de América",tiene_como_tema,Missions -- Central America
Diálogos transdisciplinarios V,tiene_como_tema,Mexican Art
Luis Alberto,tiene_como_tema,Costa Rica -- Politics and government -- 1948-1986.
"El coronel José Félix Leyes, un caballero valiente y abnegado",tiene_como_tema,"Leyes, José Félix, -- d. 1874."
Arquitectura en Japón,tiene_como_tema,Architecture
Shakespeare y otros clásicos contemporáneos,tiene_como_tema,History and criticism
Migrar,tiene_como_tema,Border crossing
Diccionario de teólogos/as contemporáneos,tiene_como_tema,Theologians -- 21st century -- Dictionaries
"Agustín de Iturbide, libertador de México",tiene_como_tema,"Iturbide, Agustín de, -- 1783-1824"
Rumbo a la calle--,tiene_como_tema,Statistics
El delito de trata de personas,tiene_como_tema,ESE/DE
Impuesto sobre sociedades y su reforma para 2007,tiene_como_tema,Law and legislation
La dominicanidad viajera,tiene_como_tema,"National characteristics, Dominican."
Ateneo de la Juventud (A-Z),tiene_como_tema,Ateneo de la Juventud (Mexico)
El humanista Juan Rodríguez de León Pinelo,tiene_como_tema,Catholic Church -- Mexico -- Puebla -- Clergy -- Biography.
Unamuno y el pensamiento dialógico,tiene_como_tema,"Unamuno, Miguel de, 1864-1936 -- Criticism and interpretation."
Diccionario de la literatura panameña,tiene_como_tema,"Authors, Panamanian -- Biography -- Dictionaries"
Madurez ciudadana,tiene_como_tema,Citizenship
Por qué se negoció la paz en Guatemala?,tiene_como_tema,Negotiation
Temas historicos,tiene_como_tema,Latin America -- History.
Antes de Ser Libres (Before We Were Free Spanish Edition),tiene_como_tema,"Dominican republic, fiction"
"Lo real maravilloso, creación y realidad",tiene_como_tema,"Marvelous, The, in literature"
Testigo de la violencia,tiene_como_tema,Social conditions
Los signos vitales,tiene_como_tema,Mexican Authors
Cuentos escogidos de los mejores autores castellanos contemporáneos,tiene_como_tema,"Short stories, Spanish."
Tropeles juveniles,tiene_como_tema,Social conditions
Alfonso Gutierrez Hermosillo y algunos amigos,tiene_como_tema,Mexican literature -- History and criticism
Cofradías de indios y negros,tiene_como_tema,Religion
Comunicaciones aeronáuticas en la Argentina,tiene_como_tema,History
"Pedro Capdevila, el remediano amigo de Pablo",tiene_como_tema,Folklorists
Antología de cuentistas guatemaltecas,tiene_como_tema,"Short stories, Guatemalan."
Una canasta de cumpleaños para Tía,tiene_como_tema,Gifts
Mestizo De Salgari,tiene_como_tema,Fiction - General
Cuba per se,tiene_como_tema,"Authors, Cuban -- 20th century -- Interviews"
La España de Galdós,tiene_como_tema,"Pérez Galdós, Benito, 1843-1920"
El reino de la geometría,tiene_como_tema,Shape -- Fiction.
En lo real maravilloso,tiene_como_tema,Magic realism (Literature)
Muceques y colonialismo,tiene_como_tema,Angola -- Colonial influence.
Biografía de don Juan Nepomuceno Fernández Lindo,tiene_como_tema,Central America -- Politics and government.
Hacia El otoño del patriarca,tiene_como_tema,Politics in literature.
How Happy I Would Be! (Stories for the Telling (Little Books)),tiene_como_tema,Children's Books/Ages 4-8 Fiction
En las extrañas islas de la noche,tiene_como_tema,Cuban Authors
Capitulos de literatura española (primera serie),tiene_como_tema,Spanish literature -- History and criticism
El Jardin De LA Senora Murakami/Mrs. Murakami's Garden,tiene_como_tema,Untranslated Fiction - Spanish
Mundo Del Fin Del Mundo,tiene_como_tema,Spanish: Adult Nonfiction
A Margarita,tiene_como_tema,Poesía infantil nicaragüense
El libro del idioma,tiene_como_tema,Spanish language -- Readers
Temas mexicanos,tiene_como_tema,Intellectual life
"Fernando Peña Defilló, desde el origen hacia la libertad",tiene_como_tema,"Peña Defilló, Fernando, 1928-"
La poesía francesa del romanticismo al superrealismo ..,tiene_como_tema,French poetry -- Translations into Spanish.
