Obra,Relación,Autor
El círculo de la vida,fue_escrito_por,José Márquez
Las cartas del Boom,fue_escrito_por,José Márquez
Discursos Premios Nobel,fue_escrito_por,José Márquez
Alooo... Gabo,fue_escrito_por,José Márquez
Cuatro cuentos,fue_escrito_por,José Márquez
Cuba en Angola,fue_escrito_por,José Márquez
Elogio de la utopía,fue_escrito_por,José Márquez
García Márquez habla de García Márquez,fue_escrito_por,José Márquez
Periodismo militante,fue_escrito_por,José Márquez
Persecución y muerte de minorías,fue_escrito_por,José Márquez
Un manual para ser niño,fue_escrito_por,José Márquez
Las mujeres y el VIH/SIDA,fue_escrito_por,Margarita Rodriguez-Kelly
Lolita Lebrón,fue_escrito_por,Margarita Rodriguez-Kelly
El sida en el 2000,fue_escrito_por,Margarita Rodriguez-Kelly
Bocetos biográficos puertorriqueños,fue_escrito_por,Julio Soto Ramos
Cumbre y remanso,fue_escrito_por,Julio Soto Ramos
"Trapecio, cumarisotismo",fue_escrito_por,Julio Soto Ramos
Yo soy yo y mi verdad,fue_escrito_por,Julio Soto Ramos
Apalabramiento,fue_escrito_por,Efraín Barradas
Inventario con retrato de familia,fue_escrito_por,Efraín Barradas
Desde la otra orilla,fue_escrito_por,Efraín Barradas
Para leer en puertorriqueño,fue_escrito_por,Efraín Barradas
Partes de un todo,fue_escrito_por,Efraín Barradas
"Mente, mirada, mano",fue_escrito_por,Efraín Barradas
Apalabramiento Diez cuentistas puertorriqueños de hoy,fue_escrito_por,Efraín Barradas
Para devorarte otra vez,fue_escrito_por,Efraín Barradas
Cripta,fue_escrito_por,Félix-Joaquín Rivera
La muñeca de chocolate,fue_escrito_por,Félix-Joaquín Rivera
La guerra y yo,fue_escrito_por,Francisco M. Rivera Lizardi
Los pregones de caguas,fue_escrito_por,Francisco M. Rivera Lizardi
A lo macho,fue_escrito_por,Francisco M. Rivera Lizardi
Caramelos surtidos,fue_escrito_por,Francisco M. Rivera Lizardi
La amada,fue_escrito_por,Francisco M. Rivera Lizardi
La guardarraya,fue_escrito_por,Francisco M. Rivera Lizardi
Estudiantina de la gran vía a la calle Alcalá,fue_escrito_por,Francisco M. Rivera Lizardi
Senderos hacia el niño,fue_escrito_por,Francisco M. Rivera Lizardi
Siete años de desgracia,fue_escrito_por,Francisco M. Rivera Lizardi
Teresa Delgado,fue_escrito_por,Francisco M. Rivera Lizardi
Unos breves apuntes sobre la historia de dos gemelos puertorriqueños que se convirtieron en Guiñapo y Renegado,fue_escrito_por,Francisco M. Rivera Lizardi
La plantación de trigo,fue_escrito_por,Francisco M. Rivera Lizardi
Estudiantina,fue_escrito_por,Francisco M. Rivera Lizardi
"Pancho, los españoles del 30 ; Animales-simbolos en los cuentos de Rivera Liardi",fue_escrito_por,Francisco M. Rivera Lizardi
El hombre que trabajó el lunes,fue_escrito_por,Emilio Díaz Valcárcel
Dicen que de noche tú no duermes,fue_escrito_por,Emilio Díaz Valcárcel
El hombre que trabajó lunes,fue_escrito_por,Emilio Díaz Valcárcel
Figuraciones en el mes de marzo,fue_escrito_por,Emilio Díaz Valcárcel
Dicen que de noche tú no duermes,fue_escrito_por,Emilio Díaz Valcárcel
Mi mamá me ama,fue_escrito_por,Emilio Díaz Valcárcel
Figuraciones En El Mes De Marzo,fue_escrito_por,Emilio Díaz Valcárcel
El tiempo airado,fue_escrito_por,Emilio Díaz Valcárcel
El dulce fruto,fue_escrito_por,Emilio Díaz Valcárcel
El hombre que trabajó el lunes,fue_escrito_por,Emilio Díaz Valcárcel
Napalm,fue_escrito_por,Emilio Díaz Valcárcel
Panorama,fue_escrito_por,Emilio Díaz Valcárcel
Taller de invenciones,fue_escrito_por,Emilio Díaz Valcárcel
En el mejor de los mundos,fue_escrito_por,Emilio Díaz Valcárcel
Harlem todos los días,fue_escrito_por,Emilio Díaz Valcárcel
Harlem todos los díaz,fue_escrito_por,Emilio Díaz Valcárcel
Inventario,fue_escrito_por,Emilio Díaz Valcárcel
Laguna y asociados,fue_escrito_por,Emilio Díaz Valcárcel
La visión del mundo en la novela,fue_escrito_por,Emilio Díaz Valcárcel
Mi mamá me ama,fue_escrito_por,Emilio Díaz Valcárcel
Proceso en diciembre,fue_escrito_por,Emilio Díaz Valcárcel
17 del taller,fue_escrito_por,Emilio Díaz Valcárcel
Cuentos completos,fue_escrito_por,Emilio Díaz Valcárcel
Ojo de Agua,fue_escrito_por,Evelyn Jimenez
Yo Soy Muy Importante,fue_escrito_por,Evelyn Jimenez
Yo Autista,fue_escrito_por,Evelyn Jimenez
Contar la realidad,fue_escrito_por,Jorge Rodríguez
Ley de quiebras y de suspensión de pagos de 31 de diciembre de 1942 (D.O. de 20 de abril 1943),fue_escrito_por,Jorge Rodríguez
Diario de un Presunto Suicida,fue_escrito_por,Jorge Rodríguez
Gardner para principiantes,fue_escrito_por,Jorge Rodríguez
Notables,fue_escrito_por,Jorge Rodríguez
Introduccion a la Informatica,fue_escrito_por,Jorge Rodríguez
"Domingo Rivero, poeta del cuerpo, 1852-1929",fue_escrito_por,Jorge Rodríguez
Juan Sebastián Elcano,fue_escrito_por,Jorge Rodríguez
Derechos humanos,fue_escrito_por,Jorge Rodríguez
Cartagena de Indias en H. D.,fue_escrito_por,Jorge Rodríguez
La Dama de Bohemia,fue_escrito_por,Jorge Rodríguez
Madurez aleve,fue_escrito_por,Jorge Rodríguez
El lenguaje en la obra literaria,fue_escrito_por,Jorge Rodríguez
Mbundo malungo a mundele,fue_escrito_por,Jorge Rodríguez
El espacio desde una ventana,fue_escrito_por,Jorge Rodríguez
Literatura caribeña,fue_escrito_por,Jorge Rodríguez
La Catedral de Monterrey y sus guías,fue_escrito_por,Jorge Rodríguez
La sobriedad de la distancia,fue_escrito_por,Jorge Rodríguez
"Distribución del ingreso y el gasto social en Chile, 1983",fue_escrito_por,Jorge Rodríguez
El papel estratégico de Puerto Rico en el contexto de la nueva política de Reagan hacia el Caribe,fue_escrito_por,Jorge Rodríguez
El cristianismo y las culturas indígenas,fue_escrito_por,Jorge Rodríguez
Cuba en crisis,fue_escrito_por,Jorge Rodríguez
Callejón de los cuernos,fue_escrito_por,Jorge Rodríguez
Camara...Accion!/Camera...Action!,fue_escrito_por,Jorge Rodríguez
Lecciones de estadistica,fue_escrito_por,Jorge Rodríguez
Lecciones de estadística,fue_escrito_por,Jorge Rodríguez
Callejón de los cuernos,fue_escrito_por,Jorge Rodríguez
Cuapa,fue_escrito_por,Jorge Rodríguez
Areytos de los 80,fue_escrito_por,Jorge Rodríguez
El sueño de los ciegos,fue_escrito_por,Jorge Rodríguez
Exilium,fue_escrito_por,Jorge Rodríguez
"Hay que trabajar sin falta, allí donde estén las masas",fue_escrito_por,Jorge Rodríguez
Papeles de la demencia,fue_escrito_por,Jorge Rodríguez
"Elena Arellano, los salesianos en Centroamérica y la Casa de Granada, Nicaragua",fue_escrito_por,Jorge Rodríguez
El pensamiento de Jorge Rodríguez,fue_escrito_por,Jorge Rodríguez
La nación con rostro,fue_escrito_por,Jorge Rodríguez
Los salesianos en Nicaragua,fue_escrito_por,Jorge Rodríguez
Como Golpes de Agua,fue_escrito_por,Jorge Rodríguez
Moeris en el Museo de la Ligadura OE,fue_escrito_por,Jorge Rodríguez
Bolero con la Mujer Que Amo,fue_escrito_por,Jorge Rodríguez
Moeris y el Diccionario Ilustrado de la Ligadura OE,fue_escrito_por,Jorge Rodríguez
Martín Calavera,fue_escrito_por,Jorge Rodríguez
Sistema de Entrenamiento Deportivo,fue_escrito_por,Jorge Rodríguez
Maizopolis,fue_escrito_por,Jorge Rodríguez
Migración interna de los pueblos indígenas,fue_escrito_por,Jorge Rodríguez
La nuez vana,fue_escrito_por,Jorge Rodríguez
La piel del lagarto : cuentos reunidos,fue_escrito_por,Jorge Rodríguez
Función precautelar,fue_escrito_por,Jorge Rodríguez
Petroamérica vs. ALCA,fue_escrito_por,Jorge Rodríguez
El sudario de Oviedo,fue_escrito_por,Jorge Rodríguez
"La peculiar administración española en Filipinas, 1890-98",fue_escrito_por,Jorge Rodríguez
Los caballeros de la Casa Rosada,fue_escrito_por,Jorge Rodríguez
Agentes para la Protección de la Naturaleza,fue_escrito_por,Jorge Rodríguez
Poemas,fue_escrito_por,Jorge Rodríguez
Construcción,fue_escrito_por,Jorge Rodríguez
Canto primario,fue_escrito_por,Jorge Rodríguez
Racismo y derechos humanos en Uruguay,fue_escrito_por,Jorge Rodríguez
Manchado,fue_escrito_por,Jorge Rodríguez
El derrumbe y Los otros,fue_escrito_por,Jorge Rodríguez
Octavio Paz - Los Poetas (Coleccion Los Poetas ; 17),fue_escrito_por,Jorge Rodríguez
Curso de Derecho del Trabajo y de La Seguridad Social,fue_escrito_por,Jorge Rodríguez
Derechos Fundamentales y Relaciones Laborales,fue_escrito_por,Jorge Rodríguez
Humanodromo,fue_escrito_por,Jorge Rodríguez
WordPerfect para torpes,fue_escrito_por,Jorge Rodríguez
La solidaridad en el derecho del trabajo,fue_escrito_por,Jorge Rodríguez
El discurso del cinismo,fue_escrito_por,Jorge Rodríguez
Liverpool y otras cosas,fue_escrito_por,Jorge Rodríguez
La interpretación del contrato,fue_escrito_por,Jorge Rodríguez
Capitalismo flexible y estado de bienestar,fue_escrito_por,Jorge Rodríguez
Dos estudios de la población chilena en el siglo XVIII,fue_escrito_por,Jorge Rodríguez
El Modelo de insumo-producto,fue_escrito_por,Jorge Rodríguez
Religiones afroamericanas,fue_escrito_por,Jorge Rodríguez
Vulnerabilidad demográfica,fue_escrito_por,Jorge Rodríguez
Segregación residencial socioeconómica,fue_escrito_por,Jorge Rodríguez
Orden liberal y malestar social,fue_escrito_por,Jorge Rodríguez
La multipropiedad,fue_escrito_por,Jorge Rodríguez
"Mara, el cacique negado",fue_escrito_por,Jorge Rodríguez
El coronel Leonardo Infante,fue_escrito_por,Jorge Rodríguez
"Guacaipuro, luz prima de libertad",fue_escrito_por,Jorge Rodríguez
"Dictadura y educación secundaria en Misiones,1976-1983--",fue_escrito_por,Jorge Rodríguez
Laura o el Don de Olvidar,fue_escrito_por,Jorge Rodríguez
El saneamiento de la Bahía de Panamá,fue_escrito_por,Jorge Rodríguez
Canto primero,fue_escrito_por,Jorge Rodríguez
Como Mejorar Nuestra Comunicacion,fue_escrito_por,Jorge Rodríguez
Construcción,fue_escrito_por,Jorge Rodríguez
Misticismo y violencia en la temprana evangelización de Chile,fue_escrito_por,Jorge Rodríguez
Puertos Precisos,fue_escrito_por,Jorge Rodríguez
AutoCAD 14,fue_escrito_por,Jorge Rodríguez
Autocad 2000,fue_escrito_por,Jorge Rodríguez
Autocad 2002,fue_escrito_por,Jorge Rodríguez
Autocad Lt 2000,fue_escrito_por,Jorge Rodríguez
Microsoft Excel 2002 - Iniciacion y Referencia,fue_escrito_por,Jorge Rodríguez
Microsoft Windows Millennium Edition - Manual Fun,fue_escrito_por,Jorge Rodríguez
Microsoft Word 2000 - Iniciacion y Referencia,fue_escrito_por,Jorge Rodríguez
Microsoft Word 2002 - Iniciacion y Referencia,fue_escrito_por,Jorge Rodríguez
Introducción a la informática,fue_escrito_por,Jorge Rodríguez
Lotus 123 v.2.2,fue_escrito_por,Jorge Rodríguez
Amazon Kdp Autopublicación,fue_escrito_por,Jorge Rodríguez
Mi Diario de Afirmaciones Positivas,fue_escrito_por,Jorge Rodríguez
Cuaderno de agosto,fue_escrito_por,Jorge Rodríguez
Del ocio sagrado,fue_escrito_por,Jorge Rodríguez
El sueño proliferante y otros ensayos,fue_escrito_por,Jorge Rodríguez
Jesús Fernández Santos,fue_escrito_por,Jorge Rodríguez
La nueva narrativa canaria,fue_escrito_por,Jorge Rodríguez
Lectura de la poesía Canaria contemporánea,fue_escrito_por,Jorge Rodríguez
Octavio Paz,fue_escrito_por,Jorge Rodríguez
Primer ensayo para un diccionario de la literatura en Canarias,fue_escrito_por,Jorge Rodríguez
Tentativas borgeanas,fue_escrito_por,Jorge Rodríguez
Una aproximación a la nueva narrativa en Canarias,fue_escrito_por,Jorge Rodríguez
Comunicaciones aeronáuticas en la Argentina,fue_escrito_por,Jorge Rodríguez
El Caribe literario,fue_escrito_por,Jorge Rodríguez
Irse volviendo otro,fue_escrito_por,Jorge Rodríguez
La población de la Araucanía en el siglo XX,fue_escrito_por,Jorge Rodríguez
Katherine Mansfield y Alonso Quesada,fue_escrito_por,Jorge Rodríguez
"Una suave, tierna línea de montañas azules",fue_escrito_por,Jorge Rodríguez
Las caras del poder,fue_escrito_por,Jorge Rodríguez
Nietas y nietos de Plaza de Mayo,fue_escrito_por,Jorge Rodríguez
La Araucanía,fue_escrito_por,Jorge Rodríguez
"Deidades, Locos y Mortales",fue_escrito_por,Jorge Rodríguez
Musica y canto de pueblos americanos y un panorama general de la historia de la musica,fue_escrito_por,Jorge Rodríguez
LA SERENA COLONIAL,fue_escrito_por,Jorge Rodríguez
Primer Fracaso,fue_escrito_por,Jorge Rodríguez
Lógica de los sistemas jurídicos,fue_escrito_por,Jorge Rodríguez
"Chile, una economía regional en el siglo XX",fue_escrito_por,Jorge Rodríguez
Oyendo lo que algunos dicen públicamente,fue_escrito_por,Jorge Rodríguez
Los militares y el poder,fue_escrito_por,Jorge Rodríguez
Los Hidalgo de Montemayor de Argentina y Sus Descendientes (1500-1900),fue_escrito_por,Jorge Rodríguez
Gran Negocio,fue_escrito_por,Jorge Rodríguez
Licencia para Opinar,fue_escrito_por,Jorge Rodríguez
Vértigo Del Sueño,fue_escrito_por,Jorge Rodríguez
Hazlo Fácil,fue_escrito_por,Jorge Rodríguez
Don de Olvidar,fue_escrito_por,Jorge Rodríguez
Conciencia Dormida,fue_escrito_por,Jorge Rodríguez
La resolución del contrato de renta vitalicia,fue_escrito_por,Jorge Rodríguez
Derecho del trabajo,fue_escrito_por,Jorge Rodríguez
Viejas memorias,fue_escrito_por,Sócrates Nolasco
El Cuento en Santo Domingo,fue_escrito_por,Sócrates Nolasco
La ocupación militar de Santo Dominigo por Estados Unidos de América (1916-1924),fue_escrito_por,Sócrates Nolasco
Comentarios a la historia de J. Price-Mars,fue_escrito_por,Sócrates Nolasco
Comentarios diversos,fue_escrito_por,Sócrates Nolasco
Obras completas,fue_escrito_por,Sócrates Nolasco
Escritores de Puerto Rico,fue_escrito_por,Sócrates Nolasco
El gral. Pedro Florentino y un momento de la restauración,fue_escrito_por,Sócrates Nolasco
"Marti, el modernismo, y la  poesia tradicional",fue_escrito_por,Sócrates Nolasco
El general Pedro Florentino y un momento de la Restauración,fue_escrito_por,Sócrates Nolasco
Cantata,fue_escrito_por,Chadys A. Pagán Ocasio
Santurce y 8 crónicas de viaje,fue_escrito_por,Armindo Núñez Miranda
Detrás de la mirada,fue_escrito_por,Armindo Núñez Miranda
Las voces del asedio,fue_escrito_por,Armindo Núñez Miranda
Sirena Selena,fue_escrito_por,Mayra Santos-Febres
Nuestra Senora De La Noche/ Our Lady of the Night,fue_escrito_por,Mayra Santos-Febres
Cualquier miércoles soy tuya,fue_escrito_por,Mayra Santos-Febres
Sobre piel y papel,fue_escrito_por,Mayra Santos-Febres
Fe en disfraz,fue_escrito_por,Mayra Santos-Febres
Anamú y manigua,fue_escrito_por,Mayra Santos-Febres
Secretos de autora,fue_escrito_por,Mayra Santos-Febres
Tercer mundo,fue_escrito_por,Mayra Santos-Febres
Cuentos de oficio,fue_escrito_por,Mayra Santos-Febres
Mal(h)ab(l)ar,fue_escrito_por,Mayra Santos-Febres
Antes que llegue la luz,fue_escrito_por,Mayra Santos-Febres
Pez de Vidrio,fue_escrito_por,Mayra Santos-Febres
San Juan noir,fue_escrito_por,Mayra Santos-Febres
El cuerpo correcto,fue_escrito_por,Mayra Santos-Febres
El orden escapado,fue_escrito_por,Mayra Santos-Febres
Tercer mundo (Tristan Lecoq),fue_escrito_por,Mayra Santos-Febres
Huracanada,fue_escrito_por,Mayra Santos-Febres
Cuentos de Huracán,fue_escrito_por,Mayra Santos-Febres
Jadeante y sudorosa,fue_escrito_por,Mayra Santos-Febres
Fe en Disfraz,fue_escrito_por,Mayra Santos-Febres
Pez de vidrio,fue_escrito_por,Mayra Santos-Febres
Yo Misma fui mi Ruta La Maravillosa Vida de Julia de Burgos,fue_escrito_por,Mayra Santos-Febres
"Ernesto, el domador de sueños",fue_escrito_por,Mayra Santos-Febres
Tratado de medicina natural para hombres melancólicos,fue_escrito_por,Mayra Santos-Febres
En otra voz,fue_escrito_por,Nicolás Kanellos
Y no se lo tragó la tierra,fue_escrito_por,Evangelina Vigil
Nade y nade,fue_escrito_por,Evangelina Vigil
El clutch y los klinkies,fue_escrito_por,Victor Hernández Cruz
Diccionario naturista de la salud de consulta Rapida,fue_escrito_por,Victor Hernández Cruz
"Flora y Fauna Marina Común de la Bahía de la Paz, BCS, México",fue_escrito_por,Victor Hernández Cruz
¿Pensamos tan distinto?,fue_escrito_por,Victor Hernández Cruz
Claros y nieblas,fue_escrito_por,Lola Rodríguez de Tió
Mis cantares,fue_escrito_por,Lola Rodríguez de Tió
"Al Ariguanabo, 1895",fue_escrito_por,Lola Rodríguez de Tió
"Contribución al estudio de la obra poética de Lola Rodríguez de Tió, 1843-1924",fue_escrito_por,Lola Rodríguez de Tió
Lola Rodriguez de Tió,fue_escrito_por,Lola Rodríguez de Tió
Lola Rodriguez de Tío,fue_escrito_por,Lola Rodríguez de Tió
Mi libro de Cuba,fue_escrito_por,Lola Rodríguez de Tió
Obras completas,fue_escrito_por,Lola Rodríguez de Tió
"Poesías patrióticas, poesías religiosas",fue_escrito_por,Lola Rodríguez de Tió
Lola Rodríguez de Tió,fue_escrito_por,Lola Rodríguez de Tió
La correspondencia inédita de Lola Rodríguez de Tió a Ricardo Palma y sus contestaciones 1873-1912,fue_escrito_por,Lola Rodríguez de Tió
"Antonio S. Pedreira, vida y obra",fue_escrito_por,Cándida Maldonado de Ortiz
Antonio S. Pedreira,fue_escrito_por,Cándida Maldonado de Ortiz
Extraño Caso Del Dr. Jekyll y Mr. Hyde,fue_escrito_por,Luis Rafael Sánchez
Diablo de la Botella,fue_escrito_por,Luis Rafael Sánchez
Toledo visto por el litógrafo Alfred Guesdon,fue_escrito_por,Luis Rafael Sánchez
Panorámica de Toledo de Arroyo Palomeque,fue_escrito_por,Luis Rafael Sánchez
Sistema de Información Clínica en Obstetricia y Ginecología,fue_escrito_por,Luis Rafael Sánchez
Economía española. Una introducción (Tratados y Manuales de Economía) (Spanish Edition),fue_escrito_por,Luis Rafael Sánchez
Economía española. Una introducción (Papel + e-book) (Tratados y Manuales de Economía) (Spanish Edition),fue_escrito_por,Luis Rafael Sánchez
Revista Venezolana de Legislación y Jurisprudencia N° 7-III,fue_escrito_por,Luis Rafael Sánchez
Biblia y helenismo,fue_escrito_por,Luis Rafael Sánchez
Perdido en el Museo de Historia Natural =,fue_escrito_por,Pedro Pietri
Perdido en el Museo de Historia Natural,fue_escrito_por,Pedro Pietri
Obituario puertorriqueño,fue_escrito_por,Pedro Pietri
Nilita Vientós Gastón,fue_escrito_por,Ruth Vassallo
Imágenes e identidades,fue_escrito_por,"Conferencia Nacional de Literatura Puertorriqueña (1st 1983 Newark, N.J.)"
La resistencia en las antillas tiene rostro de mujer,fue_escrito_por,Yolanda Ricardo
Hostos y la mujer,fue_escrito_por,Yolanda Ricardo
Magisterio y creación,fue_escrito_por,Yolanda Ricardo
Más allá del tiempo,fue_escrito_por,Yolanda Ricardo
Nueva visión de Dulce María Borrero,fue_escrito_por,Yolanda Ricardo
Diccionario de frases de puertorriqueños ilustres,fue_escrito_por,Tomás Sarramía
Lealtad y nacionalidad,fue_escrito_por,Tomás Sarramía
Figuras de Puerto Rico,fue_escrito_por,Tomás Sarramía
Nuestra gente,fue_escrito_por,Tomás Sarramía
El mundo del empleo,fue_escrito_por,Tomás Sarramía
Los gobernadores de Puerto Rico,fue_escrito_por,Tomás Sarramía
Los juegos florales en Puerto Rico,fue_escrito_por,Tomás Sarramía
José Coll y Britapaja,fue_escrito_por,Tomás Sarramía
Lengua en tiempo,fue_escrito_por,Eugenio de J. García Cuevas
Estaciones encontradas,fue_escrito_por,Eugenio de J. García Cuevas
La palabra sin territorio,fue_escrito_por,Eugenio de J. García Cuevas
Juan Bosch,fue_escrito_por,Eugenio de J. García Cuevas
Zonas turbias,fue_escrito_por,Eugenio de J. García Cuevas
Poesía moderna dominicana del siglo XX y los contextos internacionales,fue_escrito_por,Eugenio de J. García Cuevas
Literatura y sociedad en los años sesenta,fue_escrito_por,Eugenio de J. García Cuevas
Mirada en tránsito,fue_escrito_por,Eugenio de J. García Cuevas
Sujetos y predicados,fue_escrito_por,Eugenio de J. García Cuevas
Descendientes del sonido,fue_escrito_por,Eugenio de J. García Cuevas
A quemarropa,fue_escrito_por,Eugenio de J. García Cuevas
El bolero,fue_escrito_por,Iris M. Zavala
Breve historia feminista de la literatura española (en la lengua castellana),fue_escrito_por,Iris M. Zavala
Historia Y Critica De LA Literatura Española Romanticismo Y Realismo,fue_escrito_por,Iris M. Zavala
"Feminismos, Cuerpos, Escrituras",fue_escrito_por,Iris M. Zavala
"Discursos sobre la ""invención de America""",fue_escrito_por,Iris M. Zavala
Discursos Sobre La 'invenciOn' De AmErica.,fue_escrito_por,Iris M. Zavala
Kiliagonía,fue_escrito_por,Iris M. Zavala
La angustia y la busqueda del hombre en la literatura,fue_escrito_por,Iris M. Zavala
Unamuno y el pensamiento dialógico,fue_escrito_por,Iris M. Zavala
"El libro de Apolonia, o, De las islas",fue_escrito_por,Iris M. Zavala
Ideología y política en la novela española del siglo XIX,fue_escrito_por,Iris M. Zavala
Leer El Quijote,fue_escrito_por,Iris M. Zavala
"Masones, comuneros y carbonarios",fue_escrito_por,Iris M. Zavala
Nocturna mas no funesta,fue_escrito_por,Iris M. Zavala
Breve historia femenista de la literatura española,fue_escrito_por,Iris M. Zavala
Breve historia feminista de la literatura española (en lengua castellana),fue_escrito_por,Iris M. Zavala
Barro doliente,fue_escrito_por,Iris M. Zavala
Clandestinidad y libertinaje erudito en los albores del siglo XVIII,fue_escrito_por,Iris M. Zavala
El Rapto de America y El Sintoma de La Modernidad (Ensayo),fue_escrito_por,Iris M. Zavala
El sueño del amor,fue_escrito_por,Iris M. Zavala
El texto en la historia,fue_escrito_por,Iris M. Zavala
Escuchar a Bajtin,fue_escrito_por,Iris M. Zavala
Fin de siglo,fue_escrito_por,Iris M. Zavala
La angustia y la búsqueda del hombre en la literatura,fue_escrito_por,Iris M. Zavala
La Otra Mirada del Siglo XX,fue_escrito_por,Iris M. Zavala
La posmodernidad y Mijail Bajtin,fue_escrito_por,Iris M. Zavala
Lecturas y lectores del discurso narrativo dieciochesco,fue_escrito_por,Iris M. Zavala
Que nadie muera sin amar el mar,fue_escrito_por,Iris M. Zavala
Romanticos y socialistas,fue_escrito_por,Iris M. Zavala
Románticos y socialistas,fue_escrito_por,Iris M. Zavala
Rubén Darío bajo el signo del cisne,fue_escrito_por,Iris M. Zavala
Unamuno y su teatro de conciencia,fue_escrito_por,Iris M. Zavala
Contar las estrellas,fue_escrito_por,Iris M. Zavala
Dora,fue_escrito_por,Iris M. Zavala
La cuestión caribeña,fue_escrito_por,Iris M. Zavala
La musa funambulesca de Valle-Inclán : poética de la carnavalización,fue_escrito_por,Iris M. Zavala
Libertad y crítica en el ensayo político puertorriqueño,fue_escrito_por,Iris M. Zavala
Bajtin y sus apócrifos,fue_escrito_por,Iris M. Zavala
La huella liberada,fue_escrito_por,Iris M. Zavala
Historia social de la literatura española (en lengua castellana),fue_escrito_por,Iris M. Zavala
"Discurso erótico y discurso transgresor en la cultura peninsular, siglos XI al XX",fue_escrito_por,Iris M. Zavala
"Estelas, laberintos, nuevas sendas",fue_escrito_por,Iris M. Zavala
Historia Social de la Literatura Española (en Lengua Castellana) III,fue_escrito_por,Iris M. Zavala
Historia social de la literatura espanola,fue_escrito_por,Iris M. Zavala
La (di)famación de la palabra,fue_escrito_por,Iris M. Zavala
Percanta que me amuraste,fue_escrito_por,Iris M. Zavala
Kiliagonía,fue_escrito_por,Iris M. Zavala
"El Caribe, paraíso y paradoja",fue_escrito_por,Myrna E. Nieves-Colón
Libreta de sueños,fue_escrito_por,Myrna E. Nieves-Colón
Viaje a la lluvia,fue_escrito_por,Myrna E. Nieves-Colón
En espera del resto,fue_escrito_por,Angel Dario Carrero
Apuntes éticos,fue_escrito_por,Angel Dario Carrero
Inquietud de la huella,fue_escrito_por,Angel Dario Carrero
Lo que canta al otro lado,fue_escrito_por,Angel Dario Carrero
Perseguido por la luz,fue_escrito_por,Angel Dario Carrero
En El Ojo Del Huracn Nueva Antologa De Narradores Puertorriqueos,fue_escrito_por,Angel Dario Carrero
Llama del agua,fue_escrito_por,Angel Dario Carrero
Un hombre se ha puesto de pie,fue_escrito_por,Rafael A. González Torres
La búsqueda de lo absoluto,fue_escrito_por,Rafael A. González Torres
"La búsqueda de lo absoluto, o, La poesía de Francisco Matos Paoli",fue_escrito_por,Rafael A. González Torres
La obra poética de Félix Franco Oppenheimer,fue_escrito_por,Rafael A. González Torres
Los cuentos de Emilia Pardo Bazán,fue_escrito_por,Rafael A. González Torres
Mi niñez y juventud en Utuado,fue_escrito_por,Rafael A. González Torres
Cartas a Josefina (1948-1950),fue_escrito_por,Rafael A. González Torres
El cantaro celeste,fue_escrito_por,Rafael A. González Torres
El retrato del otro,fue_escrito_por,Rafael A. González Torres
La aventura de los Balbuena en el lejano Oeste,fue_escrito_por,Roberto Santiago
El misterio de los árbitros dormidos,fue_escrito_por,Roberto Santiago
El misterio del ojo de halcón,fue_escrito_por,Roberto Santiago
Ana,fue_escrito_por,Roberto Santiago
El misterio del portero fantasma,fue_escrito_por,Roberto Santiago
El misterio del penalti invisible,fue_escrito_por,Roberto Santiago
Prohibido tener catorce años,fue_escrito_por,Roberto Santiago
Desnudas,fue_escrito_por,Roberto Santiago
El penalti más largo del mundo,fue_escrito_por,Roberto Santiago
El último sordo,fue_escrito_por,Roberto Santiago
El sueño de Iván,fue_escrito_por,Roberto Santiago
30 Dias/ 30 Days,fue_escrito_por,Roberto Santiago
El Ultimo Sordo,fue_escrito_por,Roberto Santiago
Poderes Sobrenaturales,fue_escrito_por,Roberto Santiago
El lunar de Lady Chatterley,fue_escrito_por,Roberto Santiago
Dieciocho inmigrantes y medio,fue_escrito_por,Roberto Santiago
El Ladron De Mentiras/ the Make Belief Thief,fue_escrito_por,Roberto Santiago
El ladrón de mentiras,fue_escrito_por,Roberto Santiago
El pensamiento oriental en la obra de Octavio Paz,fue_escrito_por,Roberto Santiago
"The art of gold, the legacy of Pre-Hispanic Colombia",fue_escrito_por,Roberto Santiago
Discursos y semblanzas,fue_escrito_por,Roberto Santiago
Historia social y ciencias sociales,fue_escrito_por,Roberto Santiago
Froilán,fue_escrito_por,Roberto Santiago
Memoria del tiempo,fue_escrito_por,Roberto Santiago
Un Día en la muerte de Ana Bell,fue_escrito_por,Roberto Santiago
Propuestas para una Colombia competitiva,fue_escrito_por,Roberto Santiago
Calidad del aire interior DB_HS3,fue_escrito_por,Roberto Santiago
Maimónides y Averroes: antecedentes de un pensamiento convivencial en la España andalusi del s. XII,fue_escrito_por,Roberto Santiago
Nuevos escenarios y retos socioeconómicos tras la crisis,fue_escrito_por,Roberto Santiago
"Homo, Natura, Mundus",fue_escrito_por,Roberto Santiago
La vorágine,fue_escrito_por,José Rivera
La vorágine,fue_escrito_por,José Rivera
La Voragine,fue_escrito_por,José Rivera
La vorágine. --,fue_escrito_por,José Rivera
Tierra de promisión,fue_escrito_por,José Rivera
"José Eustasio Rivera, polemista",fue_escrito_por,José Rivera
La Voragine / the Whirlpool,fue_escrito_por,José Rivera
La vora gine,fue_escrito_por,José Rivera
Obra literaria,fue_escrito_por,José Rivera
Tierra de promisión,fue_escrito_por,José Rivera
