Obra,Relación,País del Autor
Cuerpo y poder,el_autor_es_del_pais,Honduras
El pasadizo,el_autor_es_del_pais,Honduras
El tango,el_autor_es_del_pais,Honduras
El teatro Colón,el_autor_es_del_pais,Honduras
Genio y figura de Victoria Ocampo,el_autor_es_del_pais,Honduras
Genio y Figura de Victoria Ocampo (Colección Genio y Figura),el_autor_es_del_pais,Honduras
Historia del tango,el_autor_es_del_pais,Honduras
La casa porteña,el_autor_es_del_pais,Honduras
Las tres carabelas,el_autor_es_del_pais,Honduras
Lecturas americanas,el_autor_es_del_pais,Honduras
Lecturas españolas,el_autor_es_del_pais,Honduras
Lope de Aguirre,el_autor_es_del_pais,Honduras
Nieblas,el_autor_es_del_pais,Honduras
Olimpo,el_autor_es_del_pais,Honduras
Por el camino de Proust,el_autor_es_del_pais,Honduras
Puesto Fronterizo,el_autor_es_del_pais,Honduras
Saber y literatura,el_autor_es_del_pais,Honduras
Saint Exupéry,el_autor_es_del_pais,Honduras
Schumann - Discografia Recomendada,el_autor_es_del_pais,Honduras
"Tango, El",el_autor_es_del_pais,Honduras
Viaje prohibido,el_autor_es_del_pais,Honduras
LA CIUDAD DEL TANGO,el_autor_es_del_pais,Honduras
Con ritmo de tango,el_autor_es_del_pais,Honduras
Rubén Darío,el_autor_es_del_pais,Honduras
Carlos Gardel,el_autor_es_del_pais,Honduras
"La etapa mexicana de Luis Cernuda, 1952-1963",el_autor_es_del_pais,Honduras
Los alegres años veintes,el_autor_es_del_pais,Honduras
Los alegres años veintes,el_autor_es_del_pais,Honduras
El delirio de narrar,el_autor_es_del_pais,Honduras
Subida Al Cielo y Otros Cuentos,el_autor_es_del_pais,Honduras
Resquicios,el_autor_es_del_pais,Honduras
ángel de Todas Las Lenguas,el_autor_es_del_pais,Honduras
Relato Fantástico en Honduras,el_autor_es_del_pais,Honduras
Dejar de fumar,el_autor_es_del_pais,Honduras
La caricatura de un presidente,el_autor_es_del_pais,Honduras
Lo que no dije del Negro y de otros--,el_autor_es_del_pais,Honduras
Reviéntate en inglés,el_autor_es_del_pais,Honduras
C de C1,el_autor_es_del_pais,Honduras
Las órdenes superiores,el_autor_es_del_pais,Honduras
Curso elemental sobre el Partido,el_autor_es_del_pais,Honduras
La oración simple,el_autor_es_del_pais,Honduras
Pis y caca,el_autor_es_del_pais,Honduras
Introducción a la psicología del pensamiento,el_autor_es_del_pais,Honduras
Memoria de Acatlán,el_autor_es_del_pais,Honduras
Quien Es Quien En La America del Descubrimiento (1492-1600) (Archivos Acento),el_autor_es_del_pais,Honduras
Aritmética del desgaste,el_autor_es_del_pais,Honduras
Enciclopedia Del Románico en Aragón,el_autor_es_del_pais,Honduras
Principios de derecho procesal penal mexicano,el_autor_es_del_pais,Honduras
Epítome de guías para el ejercicio profesional del derecho,el_autor_es_del_pais,Honduras
Vencer la timidez,el_autor_es_del_pais,Honduras
Derecho notarial guatemalteco,el_autor_es_del_pais,Honduras
Juan de Juni,el_autor_es_del_pais,Honduras
Peter and the Starcatchers,el_autor_es_del_pais,Honduras
Ancient Greece,el_autor_es_del_pais,Honduras
Bu mu'yuk jloktor,el_autor_es_del_pais,Honduras
Mannen på balkongen,el_autor_es_del_pais,Honduras
Hilda and the Stone Forest (Hildafolk),el_autor_es_del_pais,Honduras
Hilda and the Mountain King,el_autor_es_del_pais,Honduras
Juan Ramón Molina,el_autor_es_del_pais,Honduras
Diccionario garífuna,el_autor_es_del_pais,Honduras
José Trinidad Reyes Sevilla,el_autor_es_del_pais,Honduras
San Esteban,el_autor_es_del_pais,Honduras
Antología de poetas agalteños,el_autor_es_del_pais,Honduras
Diccionario biográfico de escritores de Olancho,el_autor_es_del_pais,Honduras
San Esteban 200 años de historia,el_autor_es_del_pais,Honduras
De la aurora al Ocaso,el_autor_es_del_pais,Honduras
Versos nocturnales,el_autor_es_del_pais,Honduras
Hondureños singulares,el_autor_es_del_pais,Honduras
Guía del archivo de la correspondencia de Rafael Heliodoro Valle,el_autor_es_del_pais,Honduras
El personaje femenino en la narrativa de escritoras hispanoamericanas,el_autor_es_del_pais,Honduras
La narrativa de Adela Zamudio,el_autor_es_del_pais,Honduras
La novela boliviana,el_autor_es_del_pais,Honduras
Antología de cuentistas salvadoreñas,el_autor_es_del_pais,Honduras
Cuentistas bolivianas,el_autor_es_del_pais,Honduras
Polifonía de la marginalidad,el_autor_es_del_pais,Honduras
Teatro boliviano contemporáneo,el_autor_es_del_pais,Honduras
Narradoras costarricenses,el_autor_es_del_pais,Honduras
Dramaturgia boliviana,el_autor_es_del_pais,Honduras
Pasos audaces,el_autor_es_del_pais,Honduras
Huellas ignotas,el_autor_es_del_pais,Honduras
Doce novelas cimeras,el_autor_es_del_pais,Honduras
Antología del teatro Boliviano contemporáneo,el_autor_es_del_pais,Honduras
La novela Boliviana del siglo XXI,el_autor_es_del_pais,Honduras
La novela histórica de las escritoras bolivianas,el_autor_es_del_pais,Honduras
Diccionario crítico de novelistas bolivianas,el_autor_es_del_pais,Honduras
Antología de cuentistas guatemaltecas,el_autor_es_del_pais,Honduras
Antología del personaje negro,el_autor_es_del_pais,Honduras
Antología del personaje negro en la cuentistica de escritorias centroamericanas,el_autor_es_del_pais,Honduras
Antología selecta del teatro Boliviano contemporáneo,el_autor_es_del_pais,Honduras
Antología de cuentistas hondureñas,el_autor_es_del_pais,Honduras
"Panorama crítico del cuento hondureño, 1881-1999",el_autor_es_del_pais,Honduras
La palabra iluminada,el_autor_es_del_pais,Honduras
Estudios de literatura hondureña,el_autor_es_del_pais,Honduras
La garra catracha,el_autor_es_del_pais,Honduras
Literatura y tradición oral de los pueblos originarios y afrohondureños,el_autor_es_del_pais,Honduras
La pastorela del diablo y otros escritos sobre el Padre Reyes,el_autor_es_del_pais,Honduras
Ensayos sobre literatura hondureña,el_autor_es_del_pais,Honduras
Francisco Morazán en la literatura hondureña,el_autor_es_del_pais,Honduras
La novela hondureña,el_autor_es_del_pais,Honduras
Literatura hondureña contemporánea,el_autor_es_del_pais,Honduras
Narradoras hondureñas,el_autor_es_del_pais,Honduras
Península del viento,el_autor_es_del_pais,Honduras
La novela hondureña,el_autor_es_del_pais,Honduras
La Vida breve,el_autor_es_del_pais,Honduras
Literatura hondureña,el_autor_es_del_pais,Honduras
Escenarios de una pasión,el_autor_es_del_pais,Honduras
Poems,el_autor_es_del_pais,Nicaragua
Antología poética,el_autor_es_del_pais,Nicaragua
Cantos de vida y esperanza,el_autor_es_del_pais,Nicaragua
Rubén Darío,el_autor_es_del_pais,Nicaragua
Los raros,el_autor_es_del_pais,Nicaragua
Prosas profanas,el_autor_es_del_pais,Nicaragua
Prosas profanas y otros poemas,el_autor_es_del_pais,Nicaragua
Poesías completas,el_autor_es_del_pais,Nicaragua
Antología,el_autor_es_del_pais,Nicaragua
España contemporánea,el_autor_es_del_pais,Nicaragua
Azul,el_autor_es_del_pais,Nicaragua
Poema del otoño,el_autor_es_del_pais,Nicaragua
Autobiografía,el_autor_es_del_pais,Nicaragua
Poesía erótica,el_autor_es_del_pais,Nicaragua
Obras poéticas completas,el_autor_es_del_pais,Nicaragua
Cuentos,el_autor_es_del_pais,Nicaragua
Azul...,el_autor_es_del_pais,Nicaragua
Azul ..,el_autor_es_del_pais,Nicaragua
Selected poems of Rubén Darío,el_autor_es_del_pais,Nicaragua
"Cantos de vida y esperanza, Los cisnes, y otros poemas",el_autor_es_del_pais,Nicaragua
El canto errante,el_autor_es_del_pais,Nicaragua
Letras,el_autor_es_del_pais,Nicaragua
Poema del otoño y otros poemas,el_autor_es_del_pais,Nicaragua
HOMENAJE A RUBÉN DARÍO,el_autor_es_del_pais,Nicaragua
Obras completas,el_autor_es_del_pais,Nicaragua
Azul Ruben Dario/ Ruben Dario Blue,el_autor_es_del_pais,Nicaragua
Margarita,el_autor_es_del_pais,Nicaragua
Poesia,el_autor_es_del_pais,Nicaragua
Ruben Dario,el_autor_es_del_pais,Nicaragua
Rubén Darío,el_autor_es_del_pais,Nicaragua
Escritos inéditos de Rubén Darío,el_autor_es_del_pais,Nicaragua
"Rubén Darío, crítico literario",el_autor_es_del_pais,Nicaragua
Páginas escogidas,el_autor_es_del_pais,Nicaragua
Poesías,el_autor_es_del_pais,Nicaragua
Poesías escogidas,el_autor_es_del_pais,Nicaragua
R. Darío,el_autor_es_del_pais,Nicaragua
Sonetos,el_autor_es_del_pais,Nicaragua
Teatros,el_autor_es_del_pais,Nicaragua
Divulgaciones de Rubén Darío,el_autor_es_del_pais,Nicaragua
El mundo de los sueños,el_autor_es_del_pais,Nicaragua
Antología poética de Rubén Darío,el_autor_es_del_pais,Nicaragua
Canto a la Argentina,el_autor_es_del_pais,Nicaragua
El mundo de los suenos,el_autor_es_del_pais,Nicaragua
La vida de Rubén Darío escrita por el mismo,el_autor_es_del_pais,Nicaragua
A Margarita,el_autor_es_del_pais,Nicaragua
Parisiana,el_autor_es_del_pais,Nicaragua
Peregrinaciones,el_autor_es_del_pais,Nicaragua
"El viaje a Nicaragua ; e, Intermezzo tropical",el_autor_es_del_pais,Nicaragua
La caravana pasa,el_autor_es_del_pais,Nicaragua
"Amar, Amar..",el_autor_es_del_pais,Nicaragua
Antologia Poetica De Ruben Dario,el_autor_es_del_pais,Nicaragua
Cantos de Vida y Esperanza,el_autor_es_del_pais,Nicaragua
Veronica Y Otros Cuentos Fantasticos,el_autor_es_del_pais,Nicaragua
España contemporánea,el_autor_es_del_pais,Nicaragua
Tierras solares,el_autor_es_del_pais,Nicaragua
Azul (Bureau Ed.),el_autor_es_del_pais,Nicaragua
Azul ; Prosas profanas,el_autor_es_del_pais,Nicaragua
31 poemas,el_autor_es_del_pais,Nicaragua
"Antología, poesias",el_autor_es_del_pais,Nicaragua
Autobiografías,el_autor_es_del_pais,Nicaragua
Azul-- ; Cantos de vida y esperanza,el_autor_es_del_pais,Nicaragua
"Azul ..., El salmo de la pluma",el_autor_es_del_pais,Nicaragua
Baladas y canciones,el_autor_es_del_pais,Nicaragua
Cabezas,el_autor_es_del_pais,Nicaragua
"Cantos de vida y esperanza, Los cisnes",el_autor_es_del_pais,Nicaragua
Cartas de Rubén Darío,el_autor_es_del_pais,Nicaragua
Escritos dispersos de Rubén Darío,el_autor_es_del_pais,Nicaragua
Música divina,el_autor_es_del_pais,Nicaragua
Nuestro Rubén Darío,el_autor_es_del_pais,Nicaragua
Obras escogidas,el_autor_es_del_pais,Nicaragua
Obras escogidas de Rubén Darío publicadas en Chile ..,el_autor_es_del_pais,Nicaragua
Opiniones,el_autor_es_del_pais,Nicaragua
Páginas de Rubén Darío,el_autor_es_del_pais,Nicaragua
Páginas olvidadas,el_autor_es_del_pais,Nicaragua
Poemas,el_autor_es_del_pais,Nicaragua
Poemas de adolescencia,el_autor_es_del_pais,Nicaragua
Poemas en prosa,el_autor_es_del_pais,Nicaragua
Poesías de Rubén Darío,el_autor_es_del_pais,Nicaragua
Rubén Darío esencial,el_autor_es_del_pais,Nicaragua
Sol del domingo,el_autor_es_del_pais,Nicaragua
Sus mejores cuentos y sus mejores cantos,el_autor_es_del_pais,Nicaragua
Cuentos fantásticos,el_autor_es_del_pais,Nicaragua
Cuentos y crónicas,el_autor_es_del_pais,Nicaragua
Todo al vuelo,el_autor_es_del_pais,Nicaragua
Versos de Rubén,el_autor_es_del_pais,Nicaragua
Y una sed de ilusiones infinita,el_autor_es_del_pais,Nicaragua
Poesi as completas,el_autor_es_del_pais,Nicaragua
Don Quijote no debe ni puede morir,el_autor_es_del_pais,Nicaragua
Antologia Poetica -17-,el_autor_es_del_pais,Nicaragua
Antologia Poetica - 318 -,el_autor_es_del_pais,Nicaragua
Antologia Poetica (Intemporales),el_autor_es_del_pais,Nicaragua
Antologia Poetica - Ruben Dario / Golu,el_autor_es_del_pais,Nicaragua
Azul (Alba),el_autor_es_del_pais,Nicaragua
Azul/ Blue,el_autor_es_del_pais,Nicaragua
Azul/Blue Book of Poetry,el_autor_es_del_pais,Nicaragua
"Azul/Blue, Poetry Book",el_autor_es_del_pais,Nicaragua
"Azul, Cantos de Vida y Esperanza / Blue, Songs of Life and Hope",el_autor_es_del_pais,Nicaragua
Azul El Salmo De LA Pluma Cantos De Vida Y Esperanza Otros Poemas,el_autor_es_del_pais,Nicaragua
Azul ... y Poemas,el_autor_es_del_pais,Nicaragua
Cantos de Vida y Esperanza - Loa Cisnes y Otros Poemas,el_autor_es_del_pais,Nicaragua
Cantos de vida y esperanza / Songs of Life and Hope (Clasicos / Classics),el_autor_es_del_pais,Nicaragua
Cantos De Vida Y Esperanza/ Stories of Life and Hope,el_autor_es_del_pais,Nicaragua
Cronicas desconocidas: 1901 - 1906,el_autor_es_del_pais,Nicaragua
Cuentos (Akal Literaturas),el_autor_es_del_pais,Nicaragua
Cuentos Fantasticos,el_autor_es_del_pais,Nicaragua
Cuentos y Poemas,el_autor_es_del_pais,Nicaragua
Don Quijote no debe ni puede morir: (paginas cervantinas),el_autor_es_del_pais,Nicaragua
El Nacimiento de la Col y otros cuentos,el_autor_es_del_pais,Nicaragua
La Pricesa Esta Triste,el_autor_es_del_pais,Nicaragua
La Princesa Esta Triste,el_autor_es_del_pais,Nicaragua
Los Raros,el_autor_es_del_pais,Nicaragua
Margarita (Coleccion Rimas Y Adivinanzas),el_autor_es_del_pais,Nicaragua
Paginas Escogidas,el_autor_es_del_pais,Nicaragua
Poemas escogidos,el_autor_es_del_pais,Nicaragua
Poesia - Ruben Dario,el_autor_es_del_pais,Nicaragua
Poesias,el_autor_es_del_pais,Nicaragua
Poesias Completas I,el_autor_es_del_pais,Nicaragua
Poesias Completas II,el_autor_es_del_pais,Nicaragua
Poesias Completas - Ruben Dario / Rustica,el_autor_es_del_pais,Nicaragua
Poesias Escogidas,el_autor_es_del_pais,Nicaragua
"Princesa Esta Triste..., La",el_autor_es_del_pais,Nicaragua
Ruben Dario Enamorado,el_autor_es_del_pais,Nicaragua
Ruben Dario Y El Amor,el_autor_es_del_pais,Nicaragua
Sonatina,el_autor_es_del_pais,Nicaragua
Triunfo De Caliban/ Triump of the Caliban,el_autor_es_del_pais,Nicaragua
Verso y prosa / Verse and Prose,el_autor_es_del_pais,Nicaragua
Anthología poética,el_autor_es_del_pais,Nicaragua
Poesías completas de Ruben Dario,el_autor_es_del_pais,Nicaragua
La Republica de Panamá y otras crónicas desconocidas,el_autor_es_del_pais,Nicaragua
Poemas más conocidos,el_autor_es_del_pais,Nicaragua
Del trópico,el_autor_es_del_pais,Nicaragua
"Cronicas desconocidas, 1906-1914",el_autor_es_del_pais,Nicaragua
Poesía de tres generaciones,el_autor_es_del_pais,Nicaragua
Azul ...  El salmo de la pluma,el_autor_es_del_pais,Nicaragua
Azul ... El salmo de la pluma. Cantos de vida y esperanza,el_autor_es_del_pais,Nicaragua
Rubén Darío,el_autor_es_del_pais,Nicaragua
Libre estética,el_autor_es_del_pais,Nicaragua
Los césares de la decadencia,el_autor_es_del_pais,Nicaragua
Ars-verba,el_autor_es_del_pais,Nicaragua
El camino del triunfo,el_autor_es_del_pais,Nicaragua
Sobre las viñas muertas,el_autor_es_del_pais,Nicaragua
Las rosas de la tarde,el_autor_es_del_pais,Nicaragua
Diario secreto,el_autor_es_del_pais,Nicaragua
Aura o Las Violetas,el_autor_es_del_pais,Nicaragua
Rubén Darío,el_autor_es_del_pais,Nicaragua
Ibis,el_autor_es_del_pais,Nicaragua
El imperio romano,el_autor_es_del_pais,Nicaragua
"En las cimas, 1916",el_autor_es_del_pais,Nicaragua
Lirio blanco,el_autor_es_del_pais,Nicaragua
Alba roja,el_autor_es_del_pais,Nicaragua
Ante los bárbaros,el_autor_es_del_pais,Nicaragua
Aura o las violetas,el_autor_es_del_pais,Nicaragua
Cachorro de león,el_autor_es_del_pais,Nicaragua
Clépsidra roja,el_autor_es_del_pais,Nicaragua
El final de un sueño,el_autor_es_del_pais,Nicaragua
El huerto del silencio,el_autor_es_del_pais,Nicaragua
El maestro,el_autor_es_del_pais,Nicaragua
El ritmo de la vida,el_autor_es_del_pais,Nicaragua
En las zarzas del Horeb,el_autor_es_del_pais,Nicaragua
Horario reflexivo,el_autor_es_del_pais,Nicaragua
Huerto agnóstico,el_autor_es_del_pais,Nicaragua
Laureles rojos,el_autor_es_del_pais,Nicaragua
Los divinos y los humanos,el_autor_es_del_pais,Nicaragua
Los estetas de Teópolis,el_autor_es_del_pais,Nicaragua
Los parias,el_autor_es_del_pais,Nicaragua
Odisea romántica,el_autor_es_del_pais,Nicaragua
Polen lírico,el_autor_es_del_pais,Nicaragua
Prosas-laudes,el_autor_es_del_pais,Nicaragua
Verbo de admonicion y de combate,el_autor_es_del_pais,Nicaragua
Archipiélago sonoro,el_autor_es_del_pais,Nicaragua
Archipiélago sonoro,el_autor_es_del_pais,Nicaragua
Sombras de águilas,el_autor_es_del_pais,Nicaragua
De sus lises y de sus rosas,el_autor_es_del_pais,Nicaragua
María Magdalena,el_autor_es_del_pais,Nicaragua
la Hora Del Crepùsculo,el_autor_es_del_pais,Nicaragua
Némesis,el_autor_es_del_pais,Nicaragua
Ritmo de la Vida,el_autor_es_del_pais,Nicaragua
Camino Del Triunfo,el_autor_es_del_pais,Nicaragua
Flor Del Fango,el_autor_es_del_pais,Nicaragua
Minotauro,el_autor_es_del_pais,Nicaragua
Pretéritas,el_autor_es_del_pais,Nicaragua
Del Rosal Pensante,el_autor_es_del_pais,Nicaragua
Huerto Del Silencio,el_autor_es_del_pais,Nicaragua
Rubén Dario,el_autor_es_del_pais,Nicaragua
"Aura, ó, Las Violetas; Emma; lo Irreparable",el_autor_es_del_pais,Nicaragua
El sendero de las almas,el_autor_es_del_pais,Nicaragua
La tragedia del Cristo,el_autor_es_del_pais,Nicaragua
La muerte del cóndor,el_autor_es_del_pais,Nicaragua
Antes del último sueño,el_autor_es_del_pais,Nicaragua
Del rosal pensante,el_autor_es_del_pais,Nicaragua
El alma de la raza,el_autor_es_del_pais,Nicaragua
Elenora,el_autor_es_del_pais,Nicaragua
Eleonora,el_autor_es_del_pais,Nicaragua
El Milagro,el_autor_es_del_pais,Nicaragua
El minotauro,el_autor_es_del_pais,Nicaragua
El motín de los retablos,el_autor_es_del_pais,Nicaragua
El pasado,el_autor_es_del_pais,Nicaragua
El rescate,el_autor_es_del_pais,Nicaragua
Flor de fango,el_autor_es_del_pais,Nicaragua
Flor del fango,el_autor_es_del_pais,Nicaragua
Gestos de vida,el_autor_es_del_pais,Nicaragua
Historicas y politicas,el_autor_es_del_pais,Nicaragua
Historicas y políticas,el_autor_es_del_pais,Nicaragua
"José Martí: apóstol, libertador",el_autor_es_del_pais,Nicaragua
La conquista de Bizancio,el_autor_es_del_pais,Nicaragua
A la hora del crepùsculo,el_autor_es_del_pais,Nicaragua
La novena sinfonía,el_autor_es_del_pais,Nicaragua
La República Romana,el_autor_es_del_pais,Nicaragua
La Republica Romana,el_autor_es_del_pais,Nicaragua
La Sembradora del mal,el_autor_es_del_pais,Nicaragua
La simiente,el_autor_es_del_pais,Nicaragua
La ubre de la loba,el_autor_es_del_pais,Nicaragua
Lirio negro,el_autor_es_del_pais,Nicaragua
Los discípulos de Emaüs,el_autor_es_del_pais,Nicaragua
Mis mejores cuentos,el_autor_es_del_pais,Nicaragua
Nora,el_autor_es_del_pais,Nicaragua
Orfebre,el_autor_es_del_pais,Nicaragua
Otoño sentimental,el_autor_es_del_pais,Nicaragua
Políticas é históricas,el_autor_es_del_pais,Nicaragua
Rosa mística,el_autor_es_del_pais,Nicaragua
Rubén Darío / Vargas Vila,el_autor_es_del_pais,Nicaragua
Salomé,el_autor_es_del_pais,Nicaragua
Tardes serenas,el_autor_es_del_pais,Nicaragua
Vargas Vila,el_autor_es_del_pais,Nicaragua
Verbo de admonición y de combate,el_autor_es_del_pais,Nicaragua
Aura,el_autor_es_del_pais,Nicaragua
Belona dea orbi,el_autor_es_del_pais,Nicaragua
Clepsidra roja,el_autor_es_del_pais,Nicaragua
Diario (de 1899 a 1932),el_autor_es_del_pais,Nicaragua
Dietario crepuscular,el_autor_es_del_pais,Nicaragua
Belona dea urbis,el_autor_es_del_pais,Nicaragua
Copos de espuma,el_autor_es_del_pais,Nicaragua
El cisne blanco,el_autor_es_del_pais,Nicaragua
Diario inédito,el_autor_es_del_pais,Nicaragua
Obras completas,el_autor_es_del_pais,Nicaragua
La república Romana,el_autor_es_del_pais,Nicaragua
La republica Romana,el_autor_es_del_pais,Nicaragua
Vuelo de cisnes,el_autor_es_del_pais,Nicaragua
Prosas selectas,el_autor_es_del_pais,Nicaragua
El alma de los lirios,el_autor_es_del_pais,Nicaragua
Ante los bárbaros,el_autor_es_del_pais,Nicaragua
De los viñedos de la eternidad,el_autor_es_del_pais,Nicaragua
Huerto Agnóstico,el_autor_es_del_pais,Nicaragua
Cisne Blanco (Novela Psicológica),el_autor_es_del_pais,Nicaragua
Laureles Rojos,el_autor_es_del_pais,Nicaragua
Alma de la Raza,el_autor_es_del_pais,Nicaragua
Otoño Sentimental,el_autor_es_del_pais,Nicaragua
Rosa Mística,el_autor_es_del_pais,Nicaragua
Polen Lírico,el_autor_es_del_pais,Nicaragua
Los Césares de la Decadencia,el_autor_es_del_pais,Nicaragua
Odisea Romántica,el_autor_es_del_pais,Nicaragua
Los Divinos y Los Humanos...,el_autor_es_del_pais,Nicaragua
Las Rosas de la Tarde,el_autor_es_del_pais,Nicaragua
Tres modos de vivir,el_autor_es_del_pais,Nicaragua
Los Divinos y los Humanos,el_autor_es_del_pais,Nicaragua
La voz de las horas,el_autor_es_del_pais,Nicaragua
Hombres y crímenes del Capitolio,el_autor_es_del_pais,Nicaragua
Históricas y políticas,el_autor_es_del_pais,Nicaragua
Almas dolientes,el_autor_es_del_pais,Nicaragua
Los Césares de la decadencia,el_autor_es_del_pais,Nicaragua
Saudades tácitas,el_autor_es_del_pais,Nicaragua
Mi viaje a la Argentina,el_autor_es_del_pais,Nicaragua
Obras completas de Vargas Vila,el_autor_es_del_pais,Nicaragua
Los estetas de Teópolis,el_autor_es_del_pais,Nicaragua
Las rosas de la tarde--,el_autor_es_del_pais,Nicaragua
Poemas sinfónicos,el_autor_es_del_pais,Nicaragua
Páginas escogidas,el_autor_es_del_pais,Nicaragua
El pueblo no sólo es testigo,el_autor_es_del_pais,Nicaragua
Todas estamos despiertas,el_autor_es_del_pais,Nicaragua
Breaking the silences,el_autor_es_del_pais,Nicaragua
Testimonios,el_autor_es_del_pais,Nicaragua
--y también digo mujer,el_autor_es_del_pais,Nicaragua
No se puede hacer la revolución sin nosotras,el_autor_es_del_pais,Nicaragua
As if the empty chair,el_autor_es_del_pais,Nicaragua
Cristianos en la revolución,el_autor_es_del_pais,Nicaragua
Christians in the Nicaraguan revolution,el_autor_es_del_pais,Nicaragua
La mujer cubana ahora,el_autor_es_del_pais,Nicaragua
Las mujeres,el_autor_es_del_pais,Nicaragua
Los hippies,el_autor_es_del_pais,Nicaragua
Mujeres en la revolución,el_autor_es_del_pais,Nicaragua
Sueños y realidades de Guajiricantor,el_autor_es_del_pais,Nicaragua
"This great people has said ""enough"" and has begun to move . . .",el_autor_es_del_pais,Nicaragua
Mujeres en la revolución,el_autor_es_del_pais,Nicaragua
Caught in the Organ Draft,el_autor_es_del_pais,Nicaragua
Al pie del río amado,el_autor_es_del_pais,Nicaragua
Voices from the Center of the World,el_autor_es_del_pais,Nicaragua
El pueblo no so lo es testigo,el_autor_es_del_pais,Nicaragua
Mujer habitada,el_autor_es_del_pais,Nicaragua
El Pergamino de la Seduccion,el_autor_es_del_pais,Nicaragua
El ojo de la mujer,el_autor_es_del_pais,Nicaragua
Waslala,el_autor_es_del_pais,Nicaragua
Sofía de los presagios,el_autor_es_del_pais,Nicaragua
El infinito en la palma de la mano,el_autor_es_del_pais,Nicaragua
El país bajo mi piel,el_autor_es_del_pais,Nicaragua
Apogeo,el_autor_es_del_pais,Nicaragua
"Fuego soy, apartado y espada puesta lejos",el_autor_es_del_pais,Nicaragua
Sofia de los presagios,el_autor_es_del_pais,Nicaragua
Truenos y arco iris,el_autor_es_del_pais,Nicaragua
El pergamino de la seducción,el_autor_es_del_pais,Nicaragua
Escándalo de miel,el_autor_es_del_pais,Nicaragua
Amor insurrecto,el_autor_es_del_pais,Nicaragua
De la costilla de Eva,el_autor_es_del_pais,Nicaragua
El pais bajo  mi piel,el_autor_es_del_pais,Nicaragua
El pergamino de la seducción,el_autor_es_del_pais,Nicaragua
El Pergamino De La Seduccion (Historica),el_autor_es_del_pais,Nicaragua
El taller de las mariposas,el_autor_es_del_pais,Nicaragua
El Taller De Las Mariposas/ the Butterfly Workshop,el_autor_es_del_pais,Nicaragua
Mi íntima multitud,el_autor_es_del_pais,Nicaragua
Poesía reunida,el_autor_es_del_pais,Nicaragua
Érase una vez una mujer--,el_autor_es_del_pais,Nicaragua
El autor y su obra,el_autor_es_del_pais,Nicaragua
En la avanzada juventud,el_autor_es_del_pais,Nicaragua
Luciérnagas,el_autor_es_del_pais,Nicaragua
Pergamino de la Seduccion,el_autor_es_del_pais,Nicaragua
Infinito en la Palma de la Mano,el_autor_es_del_pais,Nicaragua
Los Profesionales mexicanos y los desafíos de la modernidad,el_autor_es_del_pais,Nicaragua
Silencio Lleno de Murmullos (Novela) / a Silence Full of Whispers (a Novel),el_autor_es_del_pais,Nicaragua
Esto es amor,el_autor_es_del_pais,Nicaragua
Antología personal,el_autor_es_del_pais,Nicaragua
El país bajo mi piel,el_autor_es_del_pais,Nicaragua
El Pais de las Mujeres La Otra Orilla,el_autor_es_del_pais,Nicaragua
Fuego soy,el_autor_es_del_pais,Nicaragua
Línea de fuego,el_autor_es_del_pais,Nicaragua
"1492-1992, la interminable conquista",el_autor_es_del_pais,Nicaragua
Poems,el_autor_es_del_pais,Nicaragua
El estrecho dudoso,el_autor_es_del_pais,Nicaragua
Salmos,el_autor_es_del_pais,Nicaragua
Homenaje a los indios americanos,el_autor_es_del_pais,Nicaragua
Vida en el amor,el_autor_es_del_pais,Nicaragua
Cántico cósmico,el_autor_es_del_pais,Nicaragua
En Cuba,el_autor_es_del_pais,Nicaragua
Epigramas,el_autor_es_del_pais,Nicaragua
Los ovnis de oro,el_autor_es_del_pais,Nicaragua
El Evangelio en Solentiname,el_autor_es_del_pais,Nicaragua
Oráculo sobre Managua,el_autor_es_del_pais,Nicaragua
Poemas,el_autor_es_del_pais,Nicaragua
Canto a un país que nace,el_autor_es_del_pais,Nicaragua
Oración por Marilyn Monroe,el_autor_es_del_pais,Nicaragua
Quetzalcóatl,el_autor_es_del_pais,Nicaragua
Vida perdida,el_autor_es_del_pais,Nicaragua
Somos polvo de estrellas,el_autor_es_del_pais,Nicaragua
Antología,el_autor_es_del_pais,Nicaragua
Antología esencial,el_autor_es_del_pais,Nicaragua
Vuelos de victoria,el_autor_es_del_pais,Nicaragua
La Revolucion Perdida/the Lost Revolution,el_autor_es_del_pais,Nicaragua
The Music of the Spheres,el_autor_es_del_pais,Nicaragua
Cantares mexicanos,el_autor_es_del_pais,Nicaragua
El secreto de Machu Picchu,el_autor_es_del_pais,Nicaragua
Hora O,el_autor_es_del_pais,Nicaragua
La revolución perdida,el_autor_es_del_pais,Nicaragua
Literatura indígena americana,el_autor_es_del_pais,Nicaragua
Los años de Granada,el_autor_es_del_pais,Nicaragua
Oración por Marilyn Monroe y otros poemas,el_autor_es_del_pais,Nicaragua
Poesía Nicaragüense,el_autor_es_del_pais,Nicaragua
Quetzalcoatl,el_autor_es_del_pais,Nicaragua
Tocar el cielo,el_autor_es_del_pais,Nicaragua
Golden UFOs,el_autor_es_del_pais,Nicaragua
Poesía nueva de Nicaragua,el_autor_es_del_pais,Nicaragua
Ernesto Cardenal en Valencia,el_autor_es_del_pais,Nicaragua
Flor y canto,el_autor_es_del_pais,Nicaragua
