Obra,Relación,Fecha de Publicación
El Evangelio En Solentiname,fue_publicado_en,2006-09-01 00:00:00
El telescopio en la noche oscura,fue_publicado_en,1993-01-01 00:00:00
Epigramas (Marginales ; 57),fue_publicado_en,2002-01-01 00:00:00
Ernesto Cardenal para niños,fue_publicado_en,1990-01-01 00:00:00
"Evangelio, pueblo y arte",fue_publicado_en,1983-01-01 00:00:00
Homenaje a los indios americanos / Ernesto Cardenal,fue_publicado_en,1973-01-01 00:00:00
50 años de esculturas,fue_publicado_en,2002-01-01 00:00:00
APALKA,fue_publicado_en,2007-01-01 00:00:00
"Ernesto Cardenal, Ansprachen anlässlich der Verleihung des Friedenspreises des Deutschen Buchhandels",fue_publicado_en,1980-01-01 00:00:00
El origen de las especies,fue_publicado_en,2012-01-01 00:00:00
El Río San Juan,fue_publicado_en,1993-01-01 00:00:00
Hidrógeno enamorado,fue_publicado_en,2012-01-01 00:00:00
Que voy de vuelo,fue_publicado_en,2012-01-01 00:00:00
Hijos de las estrellas,fue_publicado_en,2018-01-01 00:00:00
Oración por Marilyn Monroe y otros poemas,fue_publicado_en,1972-01-01 00:00:00
En el camino de Emaús,fue_publicado_en,2020-01-01 00:00:00
Los campesinos de Solentiname pintan el evangelio,fue_publicado_en,1982-01-01 00:00:00
Literatura indígena americana,fue_publicado_en,1966-01-01 00:00:00
Noventa en los noventa,fue_publicado_en,2014-01-01 00:00:00
Canto a un país que nace,fue_publicado_en,1978-01-01 00:00:00
Poesía cubana de la revolución,fue_publicado_en,1976-01-01 00:00:00
El autor y su obra,fue_publicado_en,2010-01-01 00:00:00
Poesía nicaragüense,fue_publicado_en,1981-01-01 00:00:00
Obras completas,fue_publicado_en,1991-01-01 00:00:00
Los hijos del bosque de las palabras almas,fue_publicado_en,1986-01-01 00:00:00
Poesía,fue_publicado_en,1979-01-01 00:00:00
Seguir viaje,fue_publicado_en,2015-01-01 00:00:00
Así en la tierra como en el cielo,fue_publicado_en,2017-01-01 00:00:00
Canto nacional al Frente Sandinista de Liberación Nacional,fue_publicado_en,1973-01-01 00:00:00
La Batalla de Nicaragua,fue_publicado_en,1980-01-01 00:00:00
Versos del pluriverso,fue_publicado_en,2013-01-01 00:00:00
Poesía completa,fue_publicado_en,2007-01-01 00:00:00
La paz mundial y la revolución de Nicaragua,fue_publicado_en,1981-01-01 00:00:00
"Thomas Merton - Ernesto Cardenal Correspondencia, 1959-1968",fue_publicado_en,2004-01-27 00:00:00
"Me gustan los poemas, y me gusta la vida",fue_publicado_en,2009-01-01 00:00:00
Este mundo y otro,fue_publicado_en,2011-01-01 00:00:00
Poesia nicaragüense,fue_publicado_en,1986-01-01 00:00:00
Antología de poesía primitiva,fue_publicado_en,2004-01-01 00:00:00
telescopio en la noche oscura,fue_publicado_en,1993-01-01 00:00:00
Federico Garcia Lorca,fue_publicado_en,1985-01-01 00:00:00
The Shameful life of Salvador Dalí,fue_publicado_en,1997-01-01 00:00:00
El asesinato de Federico García Lorca,fue_publicado_en,1981-01-01 00:00:00
"Vida, pasión y muerte de Federico Garcia Lorca 1898-1936",fue_publicado_en,1985-01-01 00:00:00
La represión nacionalista de Granada en 1936 y la muerte de Federico García Lorca,fue_publicado_en,1971-01-01 00:00:00
Lorca-Dalí,fue_publicado_en,1999-01-01 00:00:00
García Lorca,fue_publicado_en,1992-01-01 00:00:00
Fire in the blood,fue_publicado_en,1992-01-01 00:00:00
Paracuellos,fue_publicado_en,1983-01-01 00:00:00
The death of Lorca,fue_publicado_en,1973-01-01 00:00:00
"Dalí joven, Dalí genial",fue_publicado_en,2004-01-01 00:00:00
En busca de Jose  Antonio,fue_publicado_en,1980-01-01 00:00:00
La noche en que mataron a Calvo Sotelo,fue_publicado_en,1982-01-01 00:00:00
"Yo, Rubén Darío",fue_publicado_en,2002-01-01 00:00:00
Luis Buñuel,fue_publicado_en,2013-01-01 00:00:00
"Cela, el hombre que quiso ganar",fue_publicado_en,2003-01-01 00:00:00
Queipo de Llano,fue_publicado_en,1986-01-01 00:00:00
Viento del sur,fue_publicado_en,2001-01-01 00:00:00
"En Granada, su Granada--",fue_publicado_en,1997-01-01 00:00:00
Agustin Penon,fue_publicado_en,1990-01-01 00:00:00
Vida y muerte de Federico García Lorca,fue_publicado_en,2018-01-01 00:00:00
"Dali Joven, Dali Genial/young Dali, Genius Dali",fue_publicado_en,2005-04-30 00:00:00
El hombre que detuvo a García Lorca,fue_publicado_en,2007-01-01 00:00:00
"En Granada, su Granada...",fue_publicado_en,1989-01-01 00:00:00
Granada en 1936 y el asesinato de Federico García Lorca,fue_publicado_en,1979-01-01 00:00:00
Ligero de Equipaje,fue_publicado_en,2006-04-30 00:00:00
Un irlandés en España,fue_publicado_en,1981-01-01 00:00:00
Cuatro poetas en guerra,fue_publicado_en,2007-01-01 00:00:00
En busca de José Antonio,fue_publicado_en,2008-01-01 00:00:00
La muerte de Federico García Lorca,fue_publicado_en,1978-01-01 00:00:00
Cuatro Poetas Guerra,fue_publicado_en,2008-01-01 00:00:00
La fosa de Lorca,fue_publicado_en,2010-01-01 00:00:00
Poeta en Granada,fue_publicado_en,2015-01-01 00:00:00
Aventuras ibéricas,fue_publicado_en,2017-01-01 00:00:00
Rubén Darío,fue_publicado_en,2008-01-01 00:00:00
Vida de Rubén Darío,fue_publicado_en,1961-01-01 00:00:00
Nuevo parnaso argentino,fue_publicado_en,1927-01-01 00:00:00
24 horas fuera del colegio,fue_publicado_en,1930-01-01 00:00:00
América en las letras españolas del Siglo de Oro,fue_publicado_en,1954-01-01 00:00:00
Vida de Rubén Dario,fue_publicado_en,1960-01-01 00:00:00
América en las letras españolas del Siglo de Oro,fue_publicado_en,1954-01-01 00:00:00
El veneno del tango,fue_publicado_en,1927-01-01 00:00:00
La vida por la opinión,fue_publicado_en,1942-01-01 00:00:00
Los mejores cuentos venezolanos,fue_publicado_en,1923-01-01 00:00:00
Próceres argentinos en España,fue_publicado_en,1945-01-01 00:00:00
Cuando en España estalló la paz,fue_publicado_en,2014-01-01 00:00:00
La vida por la opinión,fue_publicado_en,2014-01-01 00:00:00
El hijo del rey,fue_publicado_en,1927-01-01 00:00:00
13 que cuentan,fue_publicado_en,2016-01-01 00:00:00
Finisterre,fue_publicado_en,1984-01-01 00:00:00
Rubén Darío,fue_publicado_en,1991-10-01 00:00:00
Universidad y Sociedad,fue_publicado_en,2001-01-01 00:00:00
La Universidad Ante Los Retos del Siglo XXI,fue_publicado_en,2003-01-01 00:00:00
"Sesenta años de la reforma universitaria de Córdoba, 1918-1978",fue_publicado_en,1978-01-01 00:00:00
La universidad,fue_publicado_en,1971-01-01 00:00:00
León Viejo y otros escritos,fue_publicado_en,1997-01-01 00:00:00
"Gobernabilidad democrática, pobreza, seguridad humana y valores",fue_publicado_en,1995-01-01 00:00:00
Noventa años de la reforma universitaria de Córdoba (1918-2008),fue_publicado_en,2008-01-01 00:00:00
Valores de la cultura nicaragüense,fue_publicado_en,1998-01-01 00:00:00
Historia de la universidad en América Latina,fue_publicado_en,1991-01-01 00:00:00
La educación de Nicaragua en la perspectiva del año 2000,fue_publicado_en,1991-01-01 00:00:00
Cambio y transformación universitaria,fue_publicado_en,2003-01-01 00:00:00
Los Derechos humanos,fue_publicado_en,1997-01-01 00:00:00
La reforma universitaria : desafíos y perspectivas noventa años después - Primera edición,fue_publicado_en,2008-01-01 00:00:00
Ensayos sobre la teoría de la universidad,fue_publicado_en,1990-01-01 00:00:00
Issues in Communications,fue_publicado_en,1982-05-01 00:00:00
Hacía una nueva educación en Nicaragua,fue_publicado_en,1983-01-01 00:00:00
La contribución del periodismo a la liberación nacional,fue_publicado_en,1981-01-01 00:00:00
La universidad y los desafíos del desarrollo y la democracia,fue_publicado_en,1993-01-01 00:00:00
"Seguridad, cultura, medio ambiente y población",fue_publicado_en,1996-01-01 00:00:00
La educación permanente y su impacto en la educación superior,fue_publicado_en,1995-01-01 00:00:00
Los retos de la universidad de hoy,fue_publicado_en,1995-01-01 00:00:00
La educación superior en el umbral del siglo XXI,fue_publicado_en,1996-01-01 00:00:00
Los derechos humanos,fue_publicado_en,1997-01-01 00:00:00
La educación superior frente al cambio,fue_publicado_en,1997-01-01 00:00:00
Perspectivas del desarrollo de la educación superior en Nicaragua,fue_publicado_en,1993-01-01 00:00:00
Bases para una política de desarrollo científico y tecnológico en la perspectiva del año 2000,fue_publicado_en,1994-01-01 00:00:00
Estudios darianos,fue_publicado_en,1997-01-01 00:00:00
La paideia en Ruben Darío,fue_publicado_en,1997-01-01 00:00:00
Desafíos del docente universitario ante el Siglo XXI,fue_publicado_en,2000-01-01 00:00:00
"Galería de próceres, escritores y educadores",fue_publicado_en,2012-01-01 00:00:00
Hacia una nueva educación en Nicaragua,fue_publicado_en,1980-01-01 00:00:00
Pensamiento pedagógico de Sandino,fue_publicado_en,1983-01-01 00:00:00
Pensamiento pedagógico de Bolívar,fue_publicado_en,1983-01-01 00:00:00
Pablo Antonio Cuadra y la cultura nacional,fue_publicado_en,1973-01-01 00:00:00
"Universidad, sociedad y mercado en América Latina",fue_publicado_en,2017-01-01 00:00:00
La universidad del siglo XXI,fue_publicado_en,2009-01-01 00:00:00
"Rubén Darío, puente hacia el siglo XXI, y otros escritos",fue_publicado_en,2003-01-01 00:00:00
Los desafíos y tendencias actuales de la investigación y el posgrado,fue_publicado_en,2008-01-01 00:00:00
Los modelos educativos y académicos,fue_publicado_en,2009-01-01 00:00:00
La universidad necesaria para el siglo XXI,fue_publicado_en,2007-01-01 00:00:00
Universidad,fue_publicado_en,1992-01-01 00:00:00
La universidad hacia nuevos horizontes,fue_publicado_en,1993-01-01 00:00:00
"Sesenta años de la reforma universitaria de Córdoba, 1918-1978",fue_publicado_en,1979-01-01 00:00:00
Tendencias contemporáneas en la transformación de la educación superior,fue_publicado_en,2002-01-01 00:00:00
Estudios sobre la teoría de la universidad,fue_publicado_en,1983-01-01 00:00:00
Situación y perspectivas de la educación superior en América Latina,fue_publicado_en,1996-01-01 00:00:00
"Rubén Darío, puente hacia el siglo XXI y otros escritos",fue_publicado_en,2003-01-01 00:00:00
Pensamiento universitario centroamericano,fue_publicado_en,1980-01-01 00:00:00
Ensayos sobre la universidad latinoamericana,fue_publicado_en,1981-01-01 00:00:00
Educación superior de cara al siglo XXI,fue_publicado_en,1999-01-01 00:00:00
La universidad de cara al siglo XXI,fue_publicado_en,1999-01-01 00:00:00
Una nueva visión de la educación superior,fue_publicado_en,1997-01-01 00:00:00
La educación general en la universidad contemporánea,fue_publicado_en,1999-01-01 00:00:00
Vigencia y actualidad de Rubén Dario,fue_publicado_en,2014-01-01 00:00:00
Para construir el amor,fue_publicado_en,1998-01-01 00:00:00
En el umbral del siglo XXI,fue_publicado_en,1998-01-01 00:00:00
Homenaje nacional a un héroe cívico,fue_publicado_en,1998-01-01 00:00:00
Rubén Darío y la España del 98,fue_publicado_en,1998-01-01 00:00:00
Aproximación histórica a la universidad y su problemática actual,fue_publicado_en,1997-01-01 00:00:00
De la universidad y su problemática,fue_publicado_en,1980-01-01 00:00:00
Memorias de un ciudadano,fue_publicado_en,2016-01-01 00:00:00
El pensamiento político de la Revolución Popular Sandinista,fue_publicado_en,1983-01-01 00:00:00
La transformaci©đn de la educaci©đn superior,fue_publicado_en,1998-01-01 00:00:00
"Seguridad, género, derechos humanos y estado de derecho",fue_publicado_en,2005-01-01 00:00:00
Desarrollo científico tecnológico y educación superior en América Latina,fue_publicado_en,2004-01-01 00:00:00
La educación superior y los desafíos del siglo XXI,fue_publicado_en,1998-01-01 00:00:00
Darío siempre,fue_publicado_en,2010-01-01 00:00:00
Algunos aspectos del estudio de las sociedades anónimas,fue_publicado_en,1957-01-01 00:00:00
"Rubén Darío y la ""generación del 98""",fue_publicado_en,2004-01-01 00:00:00
La problemática actual de la educación en Nicaragua,fue_publicado_en,2004-01-01 00:00:00
La educación en el horizonte del siglo XXI,fue_publicado_en,2000-01-01 00:00:00
Valoración múltiple,fue_publicado_en,2013-01-01 00:00:00
La reforma universitaria,fue_publicado_en,2008-01-01 00:00:00
"Educación comparada, identidades y globalización",fue_publicado_en,2000-01-01 00:00:00
Biografías de los mejores escritores nacidos en Masaya,fue_publicado_en,2007-01-01 00:00:00
"La educación durante el liberalismo, Nicaragua",fue_publicado_en,1998-01-01 00:00:00
Historia de la educación en Nicaragua,fue_publicado_en,2005-01-01 00:00:00
Me queda la palabra--,fue_publicado_en,2008-01-01 00:00:00
Anécdotas nicaragüenses,fue_publicado_en,2004-01-01 00:00:00
Daguerrotipos y otros retratos de mujeres,fue_publicado_en,1999-01-01 00:00:00
En el país de las alegorías,fue_publicado_en,2006-01-01 00:00:00
La casa de los pájaros,fue_publicado_en,1995-01-01 00:00:00
Una década en la narrativa nicaragüense y otros ensayos,fue_publicado_en,1999-01-01 00:00:00
Las diosas de Elam,fue_publicado_en,2015-01-01 00:00:00
La casa de los pájaros,fue_publicado_en,1995-01-01 00:00:00
Arte ritual,fue_publicado_en,2017-01-01 00:00:00
Casa sosegada,fue_publicado_en,2013-01-01 00:00:00
De cosas inolvidables,fue_publicado_en,1960-01-01 00:00:00
El primer Congreso de Escritores Centroamericanos,fue_publicado_en,1966-01-01 00:00:00
El segundo Congreso de Escritores Centroamericanos,fue_publicado_en,1967-01-01 00:00:00
El tercer Congreso de Escritores Centroamericanos,fue_publicado_en,1970-01-01 00:00:00
La revolución liberal constitucionalista de 1926,fue_publicado_en,1958-01-01 00:00:00
Las delicias de Estelí,fue_publicado_en,1963-01-01 00:00:00
Las Naciones Unidas,fue_publicado_en,1952-01-01 00:00:00
Los grandes ignorados ...,fue_publicado_en,1940-01-01 00:00:00
El río nuestro,fue_publicado_en,1956-01-01 00:00:00
Evolución del derecho internacional público ...,fue_publicado_en,1948-01-01 00:00:00
Adolfo Calero-Orozco en la narrativa nicaragüense,fue_publicado_en,1978-01-01 00:00:00
Catálogo-Archivo Rubén Darío,fue_publicado_en,1987-01-01 00:00:00
Cinco escritores y su Madrid,fue_publicado_en,1978-01-01 00:00:00
El teatro de ON̕eill,fue_publicado_en,1952-01-01 00:00:00
Eugenio Florit y su poesía,fue_publicado_en,1977-01-01 00:00:00
Segovia - Visita,fue_publicado_en,1996-01-01 00:00:00
Santa Teresa de Lisieux,fue_publicado_en,1987-01-01 00:00:00
El Monasterio de Santa Maria de El Paular,fue_publicado_en,1983-01-01 00:00:00
Por un poco más de luz,fue_publicado_en,2005-01-01 00:00:00
Antología poética,fue_publicado_en,1996-01-01 00:00:00
Antologia Poetica (Poetas Argentinos Contemporaneos (Fondo Nacional de Las Arte),fue_publicado_en,2003-06-01 00:00:00
Cendra,fue_publicado_en,2000-01-01 00:00:00
Darío y Rojas,fue_publicado_en,2002-01-01 00:00:00
La casa del ahorcado,fue_publicado_en,1999-01-01 00:00:00
Los gatos de la Acrópolis,fue_publicado_en,1998-01-01 00:00:00
Música de la víctima y otros poemas,fue_publicado_en,2003-01-01 00:00:00
Ricardo Rojas,fue_publicado_en,1999-01-01 00:00:00
Sarmiento poeta,fue_publicado_en,2007-01-01 00:00:00
Seis Poetas Griegos,fue_publicado_en,2000-09-01 00:00:00
Alaska,fue_publicado_en,1993-01-01 00:00:00
Colectánea,fue_publicado_en,2010-01-01 00:00:00
Mandala,fue_publicado_en,2005-01-01 00:00:00
Niebla en las sierras,fue_publicado_en,2005-01-01 00:00:00
Ave sin nido,fue_publicado_en,1969-01-01 00:00:00
"Los aborígenes de la región centro-norte de Venezuela, (1550-1600)",fue_publicado_en,2001-01-01 00:00:00
Recetario indígena de la Sierra Norte de Puebla,fue_publicado_en,1999-01-01 00:00:00
Quaderno de Mérida,fue_publicado_en,2010-01-01 00:00:00
Caracas en varios tiempos,fue_publicado_en,2012-01-01 00:00:00
"Kari'ñas, caribes ante el siglo XXI",fue_publicado_en,2001-01-01 00:00:00
Huellas de la Virgen María en Venezuela,fue_publicado_en,2013-01-01 00:00:00
Lectura de Azul--,fue_publicado_en,2001-01-01 00:00:00
Modernidad y modernismo,fue_publicado_en,2000-01-01 00:00:00
Poetas valencianos del 90,fue_publicado_en,2000-01-01 00:00:00
Manual del escritor de relatos breves,fue_publicado_en,2015-01-01 00:00:00
Paraíso terrenal,fue_publicado_en,2001-01-01 00:00:00
Rubén Darío en Nueva York,fue_publicado_en,1997-01-01 00:00:00
Paraíso terrenal,fue_publicado_en,1996-01-01 00:00:00
"El teatro chileno contemporáneo, 1941-1973",fue_publicado_en,1982-01-01 00:00:00
Historia de la literatura hispanoamericana,fue_publicado_en,1995-01-01 00:00:00
La poesía hispanoamericana en el siglo XX,fue_publicado_en,1987-01-01 00:00:00
La poesía hispanoamericana (hasta final del modernismo),fue_publicado_en,1989-01-01 00:00:00
Los géneros ensayísticos hispanoamericanos,fue_publicado_en,1990-01-01 00:00:00
Rubén Darío,fue_publicado_en,1987-01-01 00:00:00
Breve historia de la Iglesia en Nicaragua (1523-1979),fue_publicado_en,1980-01-01 00:00:00
Silva de breve ficción,fue_publicado_en,1993-04-01 00:00:00
La entrega de los dones,fue_publicado_en,1978-01-01 00:00:00
Panorama de la literatura nicaragüense,fue_publicado_en,1966-01-01 00:00:00
Granada,fue_publicado_en,1997-01-01 00:00:00
Emilio Benard Doudé (1840-1879) y su época,fue_publicado_en,2001-01-01 00:00:00
Historia de la pintura nicaragüense,fue_publicado_en,1990-01-01 00:00:00
Cuentistas de Nicaragua,fue_publicado_en,1984-01-01 00:00:00
Rubén Darío en la academia,fue_publicado_en,1997-01-01 00:00:00
Un siglo de teatro en Nicaragua,fue_publicado_en,1993-01-01 00:00:00
General Fernando Chamorro Alfaro,fue_publicado_en,2000-01-01 00:00:00
Granada de Nicaragua,fue_publicado_en,2012-01-01 00:00:00
Literatura nicaragüense,fue_publicado_en,1999-01-01 00:00:00
La isla-santuario de Zapatera y sus estatuas con alter ego,fue_publicado_en,1978-01-01 00:00:00
Historia de la Universidad de Léon,fue_publicado_en,1974-01-01 00:00:00
Azul-- de Rubén Darío,fue_publicado_en,1993-01-01 00:00:00
Don Vicente Quadra,fue_publicado_en,2008-01-01 00:00:00
Nicaragua en el siglo XIX,fue_publicado_en,2005-01-01 00:00:00
El beisbol en Nicaragua,fue_publicado_en,2008-01-01 00:00:00
La estrella perdida,fue_publicado_en,1969-01-01 00:00:00
Una laica apostólica,fue_publicado_en,1991-01-01 00:00:00
Diccionario de escritores centroamericanos,fue_publicado_en,1997-01-01 00:00:00
Historia básica de Nicaragua,fue_publicado_en,1993-01-01 00:00:00
Aventura y genio de Salomón de la Selva,fue_publicado_en,2003-01-01 00:00:00
"Reseña histórica de la Universidad de León, Nicaragua",fue_publicado_en,1988-01-01 00:00:00
La poesía nica en 166 antologías (1878-2012),fue_publicado_en,2013-01-01 00:00:00
Timbucos y calandracas,fue_publicado_en,1982-01-01 00:00:00
"Historias nicaragüenses, 1969-73",fue_publicado_en,1974-01-01 00:00:00
Lecciones de Sandino,fue_publicado_en,1983-01-01 00:00:00
Los raros,fue_publicado_en,1996-01-01 00:00:00
"Conservación urbana y edilicia en Nicaragua, 1989-1995",fue_publicado_en,1995-01-01 00:00:00
Ciclo dariano 1991,fue_publicado_en,1992-01-01 00:00:00
Nicaragua,fue_publicado_en,1994-01-01 00:00:00
"El güegüense, o, El gran burlador",fue_publicado_en,2000-01-01 00:00:00
Brevísima historia de la educación en Nicaragua,fue_publicado_en,1997-01-01 00:00:00
Los Tres grandes,fue_publicado_en,1993-01-01 00:00:00
León Viejo,fue_publicado_en,1993-01-01 00:00:00
Entre la tradición y la modernidad,fue_publicado_en,1992-01-01 00:00:00
Pablo Antonio Cuadra,fue_publicado_en,1994-01-01 00:00:00
El Doctor David Arellano (1872-1928),fue_publicado_en,1993-01-01 00:00:00
León,fue_publicado_en,1994-01-01 00:00:00
Antología general de la poesía nicaragüense,fue_publicado_en,1994-01-01 00:00:00
Breviario de la santa laica Elena Arellano (1843-1911),fue_publicado_en,2002-01-01 00:00:00
El libertador entre nosotros,fue_publicado_en,2001-01-01 00:00:00
El sabio Debayle y su contribución a la ciencia médica en Centroamérica,fue_publicado_en,2000-01-01 00:00:00
Sandino en la plástica de América,fue_publicado_en,1981-01-01 00:00:00
Aportes a la historia del arte en Nicaragua,fue_publicado_en,1982-01-01 00:00:00
El español en Nicaragua,fue_publicado_en,1980-01-01 00:00:00
Puerto Cabezas en la plumilla de Montenegro,fue_publicado_en,1988-01-01 00:00:00
Nueva historia de Nicaragua,fue_publicado_en,1990-01-01 00:00:00
"Nuevos estudios sobre el ""padre indio"" Tomás Ruíz (1777-18--)",fue_publicado_en,1989-01-01 00:00:00
"La bicentenaria Universidad de León, Nicaragua",fue_publicado_en,2012-01-01 00:00:00
La novela nicaragüense,fue_publicado_en,2012-01-01 00:00:00
"El padre-indio Dr. Tomás Ruíz, fundador de la universidad y prócer de Nicaragua",fue_publicado_en,1972-01-01 00:00:00
Historia de la Universidad de León,fue_publicado_en,1973-01-01 00:00:00
Contribuciones al estudio de Rubén Darío,fue_publicado_en,1981-01-01 00:00:00
Rubén Darío en Managua,fue_publicado_en,2011-01-01 00:00:00
Diccionario de las letras nicaragüense,fue_publicado_en,1982-01-01 00:00:00
De la dispersión y el olvido,fue_publicado_en,1978-01-01 00:00:00
En mis manos no se marchita la belleza,fue_publicado_en,2018-01-01 00:00:00
Antología del ensayo nicaragüense (1909-1979),fue_publicado_en,2014-01-01 00:00:00
Presencia de Merton en Nicaragua,fue_publicado_en,2021-01-01 00:00:00
De Zelaya a Sandino,fue_publicado_en,2021-01-01 00:00:00
El cine entre los nicas,fue_publicado_en,2017-01-01 00:00:00
El bienamado de Washington,fue_publicado_en,2019-01-01 00:00:00
Pensadores de Nicaragua,fue_publicado_en,2018-01-01 00:00:00
Corridos y poemas del Ejercito Defensor de la Soberanía Nacional de Nicaragua,fue_publicado_en,1980-01-01 00:00:00
"Cartas Desconocidas de Rubén Dario, 1882-1916",fue_publicado_en,2002-10-30 00:00:00
Memorial de los 60,fue_publicado_en,2015-01-01 00:00:00
El apóstol suicida del liberalismo,fue_publicado_en,2019-01-01 00:00:00
Rubén Darío transatlántico,fue_publicado_en,2014-01-01 00:00:00
Minificciones de Nicaragua,fue_publicado_en,2004-01-01 00:00:00
Del idioma español en Nicaragua,fue_publicado_en,2005-01-01 00:00:00
Extrabases y otras sorpresas,fue_publicado_en,2013-01-01 00:00:00
El autor y su obra,fue_publicado_en,2011-01-01 00:00:00
30 años de arqueología en Nicaragua,fue_publicado_en,1993-01-01 00:00:00
Guerrillero de Nuestra América,fue_publicado_en,2006-01-01 00:00:00
"Granada, aldea senorial en el tiempo",fue_publicado_en,1997-01-01 00:00:00
Granada de Nicaragua en el año del quinto centenario,fue_publicado_en,1992-01-01 00:00:00
Historia basica de Nicaragua,fue_publicado_en,1993-01-01 00:00:00
Masaya y sus glorias beisboleras,fue_publicado_en,2007-01-01 00:00:00
Inventario contra la muerte,fue_publicado_en,1996-01-01 00:00:00
Panorama de la literatura nicaragüense,fue_publicado_en,1982-01-01 00:00:00
La moneda en Nicaragua,fue_publicado_en,2000-01-01 00:00:00
León de Nicaragua,fue_publicado_en,2002-01-01 00:00:00
"Sonetos, sonetejos y sonetillos",fue_publicado_en,2001-01-01 00:00:00
Héroes sin fusil,fue_publicado_en,1998-01-01 00:00:00
Inventario teatral de Nicaragua,fue_publicado_en,1988-01-01 00:00:00
La Colección Squier-Zapatera,fue_publicado_en,1979-01-01 00:00:00
Introducción al arte precolombino de Nicaragua,fue_publicado_en,1978-01-01 00:00:00
Nicaragua en los cronistas de Indias,fue_publicado_en,1975-01-01 00:00:00
"El padre-indio Tomás Ruiz, procer de Centroamérica",fue_publicado_en,1979-01-01 00:00:00
"El movimiento de vanguardia de Nicaragua, 1927-1932",fue_publicado_en,1969-01-01 00:00:00
Diccionario de autores nicaragüenses,fue_publicado_en,1994-01-01 00:00:00
"Nuevos estudios sobre el ""Padre Indio"", Tomas Ruiz (1777-18...).",fue_publicado_en,1989-01-01 00:00:00
"Giuseppe Garibaldi, héroe de dos mundos, en Nicaragua",fue_publicado_en,1999-01-01 00:00:00
Voces indígenas y letras coloniales de Nicaragua y Centroamérica,fue_publicado_en,2002-01-01 00:00:00
La camisa férrea de mil puntas cruentas,fue_publicado_en,2003-01-01 00:00:00
El güegüense,fue_publicado_en,2009-01-01 00:00:00
Pablo Antonio Cuadra en la Academia,fue_publicado_en,2003-01-01 00:00:00
"El Güegüense, o, El gran embustero",fue_publicado_en,2009-01-01 00:00:00
"León, bienes inmuebles patrimoniales",fue_publicado_en,1994-01-01 00:00:00
Antología de autores nicaragüenses,fue_publicado_en,1983-01-01 00:00:00
Encuentro con la vanguardia literaria de Nicaragua,fue_publicado_en,1999-01-01 00:00:00
"El ""Grupo U"" de Boaco",fue_publicado_en,2002-01-01 00:00:00
Diccionario de uso del español nicaragüense,fue_publicado_en,2001-01-01 00:00:00
Llaman poeta al hombre que he cumplido,fue_publicado_en,2012-01-01 00:00:00
El proyecto cultural de Darío,fue_publicado_en,1991-01-01 00:00:00
Cuentos escogidos,fue_publicado_en,1996-01-01 00:00:00
Tambor con luna,fue_publicado_en,1981-01-01 00:00:00
El autor y su obra,fue_publicado_en,2012-01-01 00:00:00
Derecho local en Nicaragua,fue_publicado_en,2001-01-01 00:00:00
El mambo es universal y otros relatos,fue_publicado_en,1982-01-01 00:00:00
Los días del hilo azul,fue_publicado_en,1995-01-01 00:00:00
Reina de corazones,fue_publicado_en,1993-01-01 00:00:00
Leyendas mágicas de Nicaragua,fue_publicado_en,1999-01-01 00:00:00
Historia infidente de Colombia,fue_publicado_en,1998-01-01 00:00:00
Real de Catorce,fue_publicado_en,2019-01-01 00:00:00
Introducción a la lengua y cultura latinas,fue_publicado_en,1983-01-01 00:00:00
Perspectivas multidisciplinarias sobre las cárceles,fue_publicado_en,2018-01-01 00:00:00
Historias de frailes y monjas,fue_publicado_en,1998-01-01 00:00:00
Pensar la salud mental,fue_publicado_en,2016-01-01 00:00:00
Una década del programa de Psicología en la Universidad Icesi. Trayectorias y enfoques plurales,fue_publicado_en,2018-01-01 00:00:00
Las prisiones de la locura,fue_publicado_en,2011-01-01 00:00:00
Colombia y su cafe,fue_publicado_en,1995-01-01 00:00:00
"Bullying Blando, Bullying Duro y Cyberbullying",fue_publicado_en,2020-01-01 00:00:00
"Tópicos socioeconómicos de México, desde los tiempos del porfiriato, hasta nuestros días",fue_publicado_en,2012-01-01 00:00:00
Haikuemas de Las Cuatro Estaciones,fue_publicado_en,2017-01-01 00:00:00
Temas de control de constitucionalidad y convencionalidad en México,fue_publicado_en,2013-01-01 00:00:00
Esas Voces,fue_publicado_en,2018-01-01 00:00:00
Manual de Lógica,fue_publicado_en,2019-01-01 00:00:00
Managua,fue_publicado_en,2008-01-01 00:00:00
La novia del Xolotlán,fue_publicado_en,1998-01-01 00:00:00
Rubén Darío en Masaya,fue_publicado_en,2011-01-01 00:00:00
Matagalpa y sus gentes,fue_publicado_en,2000-01-01 00:00:00
Historia de la Catedral y datos históricos de la iglesia en Matagalpa,fue_publicado_en,2008-01-01 00:00:00
Memorias y andanzas de un matagalpa,fue_publicado_en,2013-01-01 00:00:00
Rubén Darío según un paisano matagalpa,fue_publicado_en,2014-01-01 00:00:00
Jinotega,fue_publicado_en,2012-01-01 00:00:00
Los buenos y los malos en la historia de Nicaragua,fue_publicado_en,2017-01-01 00:00:00
Quienes construyeron Nicaragua,fue_publicado_en,2015-01-01 00:00:00
Choiseul-Praslin en Nicaragua,fue_publicado_en,2014-01-01 00:00:00
De Abay a San Ramón,fue_publicado_en,2009-01-01 00:00:00
Indios matagalpas,fue_publicado_en,2006-01-01 00:00:00
Matagalpa histórica,fue_publicado_en,2002-01-01 00:00:00
